Original,Part of,Translation
Medusa’s Wrath,"",Medusenzorn
Search,"",Suchen
Casting time,"",Zeitaufwand
Resist Scrying,"",Ausspähungen widerstehen
Damage Reduction,"",Schadensreduzierung
Other skills:|Craft - INT|Perform - CHA,"",Andere Fertigkeiten:|Handwerks - IN|Auftreten – CH
Population,"",Bevölkerung
TELEPATHY,"",TELEPATHIE
Inspire Greatness,"",Lied der Größe
One skill|rank,"",Einen|Fertigkeitsrang
mins,"",min.
CURSE OF LYCANTHROPY,"",FLUCH DER LYKANTHROPIE
LAWFUL,"",RECHTSCHAFFEN
Power Points used today,"",Machtpunkte heute eingesetzt
Viceroy,"",Vizekönig
Delayed Blast Fireball,"",Spätzündender Feuerball
BONDED OBJECT,"",FOKUSSIERTER GEGENSTAND
Improved Critical / Keen weapon / Keen magical effect,"",Verb. Krit. Treffer / Scharfe Waffe / Verschäfter Zauber
Turning|Check,"",Vertreibungs|wurf
Avoid all damage on successful reflex save,"",Verhindert allen Schaden bei einem erfolgreichen Reflexwurf
"FEATS, TRAITS AND|SPECIAL ABILITIES","","TALENTE, CHARAKTERZÜGE|UND BESONDERE FÄHIGKEITEN"
Hat / Mask,"",Hut / Maske
OTHER INCOME,"",WEITERE EINKOMMEN
Animal,"",Tier
Current Country,"",Derzeitiges Land
Use Magical Device,"",Magischen Gegenstand benutzen
Temporary|Hit Points,"",Temp.|Trefferpunkte
• Sickened,"",• kränkelnd
Int,"",In
Code of Conduct,"",Verhaltenskodex
HIGH JUMP,"",HOCHSPRUNG
Add any bonus or penalty from your race:,"",Addiere Boni und Mali deines Volkes
AC bonus provided you moved at least 10ft this turn.,"",RK Bonus bei einer Bewegung ab 3m in dieser Runde.
Starting point,"",Ausgangspunkt
Orb of Cold,"",Kugel der Kälte
EVIL,"",BÖSE
CHARGES,"",LADUNGEN
Organisation,"",Organisation
(Round | down),"",(ab-|runden)
Chain Lightning,"",Kugelblitz
WIS - 4,"",WE - 4
+ Level,"",+ Stufe
CONSUMPTION,"",VERBRAUCH
High Jump,"",Hochsprung
Damage bonus,"",Schadensbonus
SUGGESTION,"",EINFLÜSTERUNG
Expansionist,"",Expansionistisch
Effective|Level,"",Effektive|Stufe
Weapon,"",Waffe
Increased movement speed for |any creature you ride,"",Erhöht die Bewegungsgeschwindigkeit für |alle Kreaturen die du reitest
Fascinate,"",Faszinieren
AC + INT (1 round),"",RK + IN (1 Runde)
CHA - 8,"",CH - 8
WEAPON,"",WAFFE
Page,"",Seite
sp,"",SM
Uses today,"",Beute benützt
FASCINATE,"",FASZINIEREN
SPECIAL ABILITIES,"",BESONDERE FÄHIGKEITEN
Assume ethereal state,"",Nehme ätherischen Zustand an
5-LEVEL|BONUS,"",5-LEVEL|BONUS
Warlock Level,"",Hexer Stufe
Improved Trip,"",Verbessertes Zu-Fall-bringen
Mountebank|Level,"",Scharlatan|Stufe
Spell Level,"",Zaubergrad
Weapons considered Good aligned for overcoming DR.,"","Waffen gelten als gut gesonnen, gegen SR."
Cold,"",Kälte
PRESTIGE CLASS,"",PRESTIGEKLASSE
Size|Modifier,"",Größen-|modifikator 
HIT|POINTS,"",TREFFER-|PUNKTE
"Decipher Script, Knowledge|  and Spellcraft","","Schriftzeichen entschlüsseln, Wissen| und Zauberkunde"
SURVIVALIST,"",ÜBERLEBENSKÜNSTLER
INSTANT METAMAGIC,"",SOFORTIGE METAMAGIE
Level|Bonus,"",Stufen-|bonus
Weapon Focus:,"",Waffenfokus:
"One story trait, connecting them into the campaign","","Einen Charakterzug, der dich zur Kampagne hinführt"
Far Shot,"",Fernschuss
Fatigued|AC Penalty,"",Erschöpft|RK Malus
SPIRIT|SHAMAN,"",GEISTER|SCHAMANE
DMG,"",SCHADEN
ALCHEMIST’S EXTRACT FORMULAE,"",FORMELSAMMLUNG VON EXTRAKTEN DES ALCHEMISTEN
ARCHETYPE,"",ARCHETYP
Liar,"",Lügner
"Fold along the dotted lines, making sure|the                hatched areas are hidden or face down","","So entlang der gepunkteten Linien falten,|dass die Schraffierung nicht sichtbar ist."
High Priest,"",Hohepriester
Acid Splash,"",Säurespritzer
13 to 17,"",13 bis 17
rds,"",Runden
CR,"",HG
Today,"",Heute
Reduce effective falling height using wall,"",Reduziere Fallhöhe durch Abfangen an einer Wand
GREATER RAGE,"",STÄRKERER KAMPFRAUSCH
SAVING THROWS,"",RETTUNGSWÜRFE
Flat-footed,"",Auf fal. Fuß
Knowledge,"",Wissen
Leadership,"",Regierung
ATTACK FEATS,"",ANGRIFFSTALENTE
CODE OF CONDUCT,"",VERHALTENSKODEX
7ft,"","2,1m"
Ghost Step,"",Geisterhafter Schritt
Timeless Body,"",Zeitloser Körper
d10,"",W10
Total hit|points,"",Gesamte|Trefferpunkte
Gnome,"",Gnom
"Treat hands, feet, knees and elbows as weapons","","Behandle Hände, Füße, Knie und Elbogen als Waffen"
Monk Level,"",Mönchstufe
AURA,"",AURA
Cryptic|Level,"",Geheimnisvoller|Stufe
d12,"",w12
Cost,"",Kosten
ELEMENTAL MASTERY,"",ELEMENTARMEISTERSCHAFT
"Handle Animal, Intimidate","","Mit Tieren umgehen, Einschüchtern"
Prismatic Spray,"",Regenbogenspiel
Chastise spirits,"",Geister bestrafen
Improved|Evasion,"",Verbessertes|Entrinnen
NATURAL LYCANTHROPE,"",NATÜRLICHER LYKANTHROP
Sickened,"",Kränkelnd
Favoured,"",Bevorzugter
Master Strike,"",Meisterhafter Angriff
"Grant a single ally within 30ft: Evasion, Fast Movement, High Jump, Purity of Body, Slow Fall","","Gewähre einem Verbündeten innerhalb 9m: Schnelle Bewegung, Hochsprung, Reinheit des Körpers, Sturz abbremsen"
Treat unarmed attacks as lawful weapons,"",Behandle unbewaffnete Angriffe als rechtschaffene Waffe
Ghost Mind,"",Geisterhafte Seele
DAMAGE REDUCTION,"",SCHADENSREDUZIERUNG
METAMAGIC,"",METAMAGIE
16 to 17,"",16 bis 17
Apply this bonus to all knowledge skills,"",Diesen Bonus auf alle Wissensfertigkeiten anwenden
"Slip out of bonds, grapples and confining spells easily.","","Fesseln, Ringkämpfen und behindernden Zaubern|mit Leichtigkeit entkommen"
Rage 3/day,"",Kampfrausch 3/Tag
Blindsense,"",Blindgespür
Ki Strike (lawful),"",Ki-Schlag (Rechtschaffen)
with Armour,"",mit Rüstung
Imdomitable Will,"",Unbeugsamer Wille
(Round up),"",(aufrunden)
Penetrating Strike  (,"",Durchschlagender Hieb (
Level / Cost,"",Grad / Kosten
Daze,"",Benommenheit
INVENTORY,"",AUSRÜSTUNG
Fortitude,"",Zähigkeit
Chill Touch,"",Kalte Hand
/  Region,"",/ Religion
"Begin or switch a bardic performance as a move action,|rather than as a standard action.","",Starte oder wechsel einen Bardenauftritt als Bewegungsaktion.|anstelle einer Standard-Aktion
1/day,"",1/Tag
"On using Channel Positive Energy or Lay On Hands, heal the maximum possible amount.","",Höchst mögliche Heilung beim Fokussieren von positiver Energie und Handauflegen.
Stinking Cloud,"",Stinkende Wolke
Warden,"",Marschall
BLOODLINE FEATS,"",TALENTE DES BLUTES
"At each level, a Wu Jen learns two spells of any level they can cast.","","Bei Stufenaufstieg, 2 neue Zauber eines bekannten Grades."
Attack|Penalty,"",Angriff|Malus
Saving throws against mythic effects are unaffected.,"",Rettungswürfe gegen mythische Effekte sind unwirksam.
(RANGER),"",(WALDLÄUFER)
Use a full attack action for more attacks,"",Nutze eine Volle Aktion für weitere Angriffe
Neck / Throat,"",Hals
Prismatic Ray,"",Regenbogenstrahl
From level 15:,"",Ab Stufe 15:
Spirit Shaman|Level,"",Geisterschamanen-|Stufe
SHARE FAVOURED ENEMY,"",TEILE ERZFEIND
White,"",Weiß
Tireless Rage,"",unermüdlicher Kampfrausch
JACK OF ALL TRADES,"",TAUSENDSASSA
Destruction,"",Zerstörung
"Trained in poisons, and cannot accidentally poison yourself.","",Geübt im Umgang mit Giften; du kannst dich nicht versehentlich selbst vergiften
Natural|Armour,"",Natürliche|Rüstung
lb,"",Pfd.
Spell Save DC = 10 + WIS + Spell Level,"",RW gegen Zauber (SG) = 10 + WE + Zaubergrad
Strike incorporeal and ethereal,"",Schlag körperlos und ätherisch zu
Small,"",Klein
Blinding Critical,"",Kritischer Treffer (blind)
FIST OF THE DRAGON,"",FAUST DES DRACHEN
Sneaky,"",hinterhältig
Ranger Level,"",Waldläuferstufe
Locate Traps,"",Fallen aufspüren
+20ft,"",+6m
Acrobatics skill +4,"",Akrobatik +4
Precise Shot,"",Präzisionsschuss
String,"",Saiteninstrumente
Size of|audience,"",Größe des|Publikums
EDICTS,"",Erlasse
Equivalent|Spell Level,"",Entsprech.|Zaubergrad
60 ft,"",18 m
Water,"",Wasser
Perform|Ranks,"",Auftreten|Ränge
Critical,"",Kritisch
"Make a note of any other abilities your character gains at this level.|This may include extra spells, combat feats or feat-like choices,|increases to the power of previous abilities, etc.","","Notiere dir alle anderen Fähigkeiten, die dein Charakter auf dieser Stufe erhält.|Die kann bspw. Bonuszauber, Kampftalente oder Talent-ähnliche Spezialisierungen enthalten|sowie die Stärke von bisherigen Fähigkeiten verbessern."
(WIS minimum 1),"",(WE Minimum 1)
"Racial, Feats","","Volks-, Talentbonus"
"Bluff, Sense Motive","","Bluffen, Motiv erkennen"
Sing,"",Gesang
Heir,"",Thronerbe
Level|Penalty,"",Stufen-|malus
DEFENCE & SAVING THROWS,"",VERTEIDIGUNGSWERTE & REWTTUNGSWÜRFE
Disable Traps,"",Fallen entschärfen
Favoured|     Enemy|     Terrain,"",Bevorzugt|Erzfeind|Gelände
15ft.  Cone or|30ft. Line,"","4,5m Kegel oder|6m Linie"
2/day,"",2/Tag
Wind Instruments,"",Blasinstrumente
Creature|Level,"",Kreaturen-|stufe
POPULATION,"",BEVÖLK.
Recall spirit,"",Geist zurückrufen
Investigator|Level,"",Ermittler|Stufe
15ft,"","4,5m"
Trap Sense +4,"",Fallengespür +4
Weapon Focus  (,"",Waffenfokus (
Spirit journey,"",Reise des Geistes
ARCANE RESISTANCE,"",ARKANE RESISTENZ
Armour AC,"",Rüstungsbonus
Domain Spell,"",Domänenzauber
Bard|Level,"",Barden-|stufe
Manifester|Level,"",Psionische Stufe
Sleight of|Hand,"",Finger|fertigkeit
SPENDING,"",AUSGABEN
Sleight of Hand,"",Fingerfertigkeit
Book,"",Buch
FORCE OF WILL,"",WILLENSKRAFT
"Diplomacy, Intimidate","","Diplomatie, Einschüchtern"
TOUCH,"",BERÜHRUNG
Exhausting Critical,"",Kritischer Treffer (entkräftet)
20 Reflex save,"",Reflexwurf (SG 20)
Will,"",Willen
Rounds Today,"",Runden Heute
MONEY,"",VERMÖGEN
NPC,"",NSC
AURA OF RESOLVE,"",AURA DER ENTSCHLOSSENHEIT
ARMOUR CLASS BONUS,"",RÜSTUNGSKLASSEN BONUS
Blast of Flame,"",Flammenlohe
Open Lock,"",Schlösser öffnen
TRAPS,"",FALLENKUNDE
READ LANGUAGES,"",SPRACHEN LESEN
Disrupt Undead,"",Untote schwächen
SAVING|THROW,"",Rettungs-|wurf
Immune to compulsion effects including magic.,""," Immun gegen Zauber der Schule Verzauberung: Zwang."
From Level 5,"",Ab Stufe 5
EFFECTIVE|CHARACTER LEVEL,"",EFFEKTIVE|CHARAKTERSTUFE
ACROBATICS,"",AKROBATIK
Cannot run or charge|-2 Strength and Dexterity,"",Kann weder Rennen noch Sturmangriffe ausführen
INSPIRE COURAGE,"",LIED DES MUTES
From |Level 1:,"",Ab |Stufe 1:
Slow Fall 80 ft,"",Sturz abbremsen (24m)
• Fatigued,"",• erschöpft
Inflict Wounds,"",Wunden verursachen
CHA - 12,"",CH - 12
Dying,"",Sterbend
Wild Empathy,"",Tierempathie
Share half your Favoured Enemy bonus against a|single target with all allies within 30 ft,"",Teile halben Erzfeindbonus gegen eine einzelne Kreatur mit allen Verbündeten innerhalb 9m
9d6,"",9W6
WARMAGE EDGE,"",KRIEGSMAGIERVORTEIL
Spellcraft,"",Zauberkunde
d20 +,"",w20 +
BONUS FEAT,"",BONUS TALENT
Antipaladin|Level,"",Antipaladin|Stufe
Stat,"",Attributsmodifikator
WILL BONUS,"",WILLENSBONUS
Overwhelming,"",Erdrückend
Spider Climb,"",Spinnenklettern
Energy Resistance,"",Energieresistenz
Short,"",Nah
Craft Wondrous Item,"",Wundersamen Gegenstand herstellen
Darkvision,"",Dunkelsicht
Cause enemies within 30ft to become shaken,"",Erschüttert Gegner in 9m Reichweite
to Humanoid form:,"",zur humanoiden Gestalt:
Favoured| Enemy,"",|Erzfeind
PATHFINDER SOCIETY,"",PATHFINDER SOCIETY
Concentration|Bonus,"",Konzentration|Bonus
Defining Features,"",Entscheidende Merkmale
Affected|Alignments,"",Betroffene|Gesinnung
+ 1d6,"",+ 1W6
d6 / 2d6,"",W6 / 2W6
EMPTY BODY,"",Körper lösen
EFFECTS,"",EFFEKTE
ARMOUR CLASS,"",RÜSTUNGSKLASSE
Spell|Save DC,"",RW gegen|Zauber
HEALING|POINTS,"",HEILUNGS-|PUNKTE
Spell Focus: Enchantment,"",Zauberfokus: Verzauberung
Blinded,"",Blind
Times per day,"",Anzahl pro Tag
WELL-VERSED,"",BEWANDERT
Revert to base form at dawn or after 8 hrs rest.,"",Verwandelt sich bei Morgengrauen oder nach 8 Stunden Ausruhen zurück zur Grundgestalt
Energy Resistance increases to 10 at level 20,"",Auf Stufe 20 erhöht sich die Energieresistenz auf 10
(MONK),"",(MÖNCH)
CHANNEL POSITIVE ENERGY,"",POSITIVE ENERGIE FOKUSSIEREN
Mobility,"",Beweglichkeit
Purity of Body,"",Reinheit des Körpers
PF-RPG,"",PF-RPG
"Acrobatics, Fly","","Akrobatik, Fliegen"
Fire Seeds,"",Feuersaat
Greater Shout,"",Mächtiges Brüllen
Lightning reflexes,"",Blitzschnelle Reflexe
Rapid reload,"",Schnelles Nachladen
Armour|Check|Penalty,"",Rüstungs-|malus|
Halfling,"",Halbling
Trap|Sense,"",Fallen-|gespür
SKIRMISH,"",GEPLÄNKEL
IN WINTER,"",IM WINTER
Firestorm,"",Feuersturm
50 coins weighs 1lb,"",50 Münzen wiegen 1 Pfd.
Rova,"",Rova
Tiring Critical,"",Kritischer Treffer (erschöpft)
AFFLICTED LYCANTHROPE,"",ANGESTECKTER LYKANTHROP
From level 5:,"",Ab Stufe 5:
Greater Weapon Specialisation,"",Mächtige Waffenspezialisierung 
2 Bonus hit dice|+ 2d10 (including CON),"",2 Bonus Trefferwürfel|+ 2W10 (+ KO Modifikatoren)
DRACONIC RESISTANCE,"",DRAKONISCHE RESISTENZ
MONK,"",Mönch
N/A,"",N/V
Number of|Affected Allies,"",Verbündete|inspiriert
This effect is negated by True Seeing but not |by See Invisibility. The effect of Ki Dodge does |not stack with Blink or Displacement.,"","Durch Wahrer Blick negiert, jedoch nicht|durch Unsichtbares sehen. Nicht kummulativ|mit Verschwimmen oder Standort vortäuschen."
Maneuvre Training,"",Manövertraining
6 to 10,"",6 bis 10
Aggressive,"",Aggresiv
Dex,"",Ge
Recover all hit points with 8 hours rest,"",Erhalte alle Trefferpunkte nach acht Stunden Ausruhen zurück
CHA - 4,"",CH - 4
Paladin|Level,"",Paladin-|stufe
INSPIRE HEROICS,"",LIED DES HELDENMUTES
• Fascinated,"",• fasziniert
Ki|Power|Cost,"",Ki-|Kraft|Kosten
Slow Fall 40 ft,"",Sturz abbremsen (12m)
TAXATION,"",STEUERSATZ
Unlimited uses|per day,"",Beliebig oft|einsetzbar
SWASHBUCKLER,"",SÄBELRASSLER
"Rebuke, Halt, Awe,|Control, Dispel Turning|and Bolster Undead","","Untote beeindrucken und|kontrollieren, Vertreibung|aufheben und stärken"
Tenser’s Transformation,"",Tensers Umwandlung
to confirm criticals,"",um Kritische Treffer zu bestätigen
Languages,"",Sprachen
Large,"",Groß
LONG JUMP,"",WEITSPRUNG
Poison,"",Vergiften
From Level 13:,"",Ab Stufe 13:
Alertness,"",Wachsamkeit
BASE ATTACK|BONUS,"",GRUNDANGRIFFS|BONUS
TOTAL,"",GESAMT
MASTER STRIKE,"",MEISTERHAFTER ANGRIFF
Knock,"",Klopfen
Attained,"",Bereits erworben
Temp Attack,"",Temp. Angriff
Bonus,"",Bonus
"Camoflage, Bonus feat","","Tarnung, Bonustalent"
Rage 4/day,"",Kampfrausch 4/Tag
CHARACTER,"",CHARAKTER
Barbarian|Level,"",Barbaren-|stufe
Stun (or other effects) target for one round,"",Betäubt das Ziel für eine Runde
DETECT EVIL,"",BÖSES ENTDECKEN
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.","","Meisterhafter Angriff kann nicht auf den Gleichen Gegner in|24h angewndet werden, egal ob dieser den Zähigkeitswurf schafft oder nich"
Attribute|modifiers,"",Attributs-|modifikatoren
DIAMOND SOUL,"",Diamantseele
TATTOOS,"",TÄTOWIERUNGEN
Rounds Passed,"",vergangene Runden
APPEARANCE,"",AUSSEHEN
DRAGON COLOR,"",Drachenfarbe
BONUS,"",BONUS
Improved Bull Rush,"",Verbesserter Ansturm
DRAGON MAGIC,"",Drachenmagie
Treasurer,"",Kämmerer
Knowledge: Religion,"",Wissen: Religion
10d6,"",10W6
Orb of Fire,"",Kugel des Feuers
From level 6:,"",Ab Stufe 6:
Origin,"",Abstammung
Effective|Druid Level,"",Effektive|Druidenstufe
COMBAT MANOEUVRES,"",KAMPFMANÖVER
Level|Adjustment,"",Stufen-|anpassung
Knowledge: Dungeoneering,"",Wissen: Gewölbekunde
Ice Storm,"",Eissturm
Current Shape,"",Aktuelle Gestalt
"Bluff, Disguise","","Bluffen, Verkleiden"
STR,"",ST
Experience,"",Erfahrung
"Racial,|Feats,|Synergy","",Volksboni|Talente|Synergie
Negate the lesser effect on a successful saving throw,"",Reduzierter Effekt bei einem erfolgten Rettungswurf wird ignoriert
Purchase starting equipment,"",Startausrüstung erwerben
SPEECH,"",SPRECHEN
Put one already fascinated creature to asleep,"",Versetzt eine bereits faszinierte Kreatur in den Schlaf
AC,"",RK
Weapon Specialisation:,"",Waffenspezialisierung:
PARTY FUNDS,"",GRUPPENVERMÖGEN
Ghost Walk,"",Geisterhafte Wanderung
PARTY,"",GRUPPE
ROGUE,"",SCHURKE
Quick draw,"",Schn. Waffenb.
1ft,"","0,3m"
STATS,"",Attributswerte
• Panicked,"",• in Panik
Max|Level,"",Max|Level
"+1 unrest for each attribute (Economy, Loyalty or Stability) that is negative","","+1 auf Unruhe für jedes negative Attribut (Wirtschaft, Treue oder Stabilität)"
READ MAGIC,"",MAGIE LESEN
"If taking a level of a favoured class, pick a bonus hit point or skill rank.|Some classes may make available other options, such as an extra spell.","","Wenn du eine Stufe in deiner bevorzugten Klasse aufsteigst, wähle einen zusätzlichen Treffer- oder Fertigkeitspunkt.|Eine Klassen lassen auch weitere Optionen zu, z.B. einen Bonuszauber."
ABUNDANT STEP,"",WEITER SCHRITT
FRIENDS AND FOES,"",FREUNDE UND FEINDE
"Royal enforcer can reduce unrest by 1, but must then make a loyalty check or lose 1 loyalty","","Königlicher Vollstrecker reduziert Unruhe um 1, muss dann aber einen Treuewurf bestehen oder erhält -1 auf Treue"
Weapon Specialisation,"",Waffenspezialisierung
ARCANE BOND,"",ARKANE VERBINDUNG
Spell Resistance stolen from,"",Zauberresistenz gestohlen von
Greater Dispel Magic,"",Mächtige Magie bannen
Skill Focus,"",Fertigkeitsfokus
Spellthief|Level,"",Zauberdieb|Stufe
AURA OF FAITH,"",AURA DES GLAUBENS
days,"",Tage
Bonus to Bluff|and Intimidate,"",Bonus auf Bluffen|und Einschüchtern
5d6,"",5W6
Otiluke’s Freezing Sphere,"",Otilukes Frostspähre
GOOD,"",GUT
3/day,"",3/Tag
Token,"",Schein
Lesser,"",Schwache
BLOOD OF DRAGONS,"",Drachenblut
d6,"",W6
Throat,"",Hals
NPC GROUP,"",NSC GRUPPE
2d6 +,"",2W6 +
"If multiclassing, remember to add up the values from all your classes.","",Bei mehreren Klassen musst du die Werte aller Klassen addieren
DURATION,"",DAUER
3d6,"",3w6
QUEST ITEMS,"",GEGENSTÄNDE DES ABENTEUERS
Act,"",Schauspielkunst
FRIEND,"",FREUND
"As a move action, share half your Favoured Enemy bonus against a single target with all allies within 30 ft","",Teile halben Erzfeindbonus gegen eine einzelne Kreatur mit allen Verbündeten innerhalb 9m (als Bewegungsaktion)
FALL,"",STURZ
"Smiting damage bonus applies double for a|successful strike against good outsiders, |good dragons, good Clerics and Paladins.","","Der Schadensbonus für Böses niederstrecken|wird bei einem erfolgreichen Angriff gegen|einen guten Externar, guten Drachen guten Kleriker oder Paladin verdoppelt"
Half-orc,"",Halb-Ork
15 ft,"","4,5m"
Weapon type,"",Waffengruppe
Heavy Load,"",Schwere Last
From level 3:,"",Ab Stufe 3:
Summoned|Today,"",Heute|beschworen
Curses|Today,"",Flüche|Heute
Caster|Level,"",Zauber-|stufe
Morale|Bonus,"",Moral-|bonus
DIVINE GRACE,"",GÖTTLICHE WÜRDE
per successive hit,"",pro erfolgreichem Treffer
Calistril,"",Calistril
HUNTER’S BOND,"",BUND DES JÄGERS
Improved Critical,"",Verbsserter Kritischer Treffer
ft,"",m
Avoid all damage on successful reflex,"",Verhindert allen Schaden bei einem erfolgreichen Reflexwurf
Name,"",Name
MOUNT,"",REITTIER
FEAR EFFECT,"",FURCHTEFFEKTE
Duchy,"",Grafschaft
Invocations|Known,"",Bekannte|Anrufungen
Slow Fall 20 ft,"",Sturz abbremsen (6m)
"Item can communicate with its wielder,|regardless of language.","",Gegenstand kann mit Besitzer|sprachunabhängig kommunizieren.
Detect Magic|Today,"",Magie entdecken|Heute
Continual Flame,"",Dauerhafte Flamme
Far shot,"",Fernschuss
Attempting to scry on the ninja prompts a caster level check.|Failure renders the ninja undetectable.,"",Versuche einen Ninja auszuspähen benötigt Zauberstufenwurf|Durch Fehlschlag wird der Ninja unauffindbar
Arms,"",Arme
Districts,"",Gebietsbonus
Inspire Competence,"",Lied des Erfolgs
sq,"",Fe
"Climb, Fly, Survival, Swim","","Klettern, Fliegen, Überlebenskunst, Schwimmen"
FEMALE,"",WEIBLICH
TEAMWORK FEATS,"",GEMEINSCHAFTSTALENTE
CATCH LEDGE,"",AN VORSPRUNG FESTHALTEN
ITEM’S TOTAL|EGO SCORE,"",GESAMTES EGO|DES GEGENSTANDS
TURNING CHECK,"",VERTREIBUNGSWURF
Active,"",Aktiv
FAVOURED ENEMIES,"",ERZFEINDE
Inventory,"",Inventar
AFFILIATIONS,"",Zugehörigkeiten
SPELL RANGES,"",Reichweite eines Zaubers
Race,"",Volk
Sunburst,"",Sonnenfeuer
"From level 10, a Rogue|can take Advanced Talents","",Ab Stufe 10 kann der Schurke|verbesserte Tricks wählen
HEXBLADE’S CURSE,"",FLUCH DER HEXENKLINGE
against larger foes,"",Gegen größere Gegner
Allies within 10ft get +4 to saves against fear effects.,"",Verbündete innerhalb von 3m erhalten +4 auf ihre Rettungswürfe gegen Furchteffekte.
FEAT,"",TALENT
Ghost Sound,"",Geisterhaftes Geräusch
Other Spells,"",Andere Zauber
Flurry of Blows Attack Bonus,"",Angriffsbonus des Schlaghagels
Flurry|Attack,"",Schlaghagel|Angriff
DEFENCE,"",VERTEIDIGUNG
5ft,"","1,5m"
Ghost Step (Ethereal),"",Geisterhafter Schritt (ätherisch)
Racial abilities,"",Volksmerkmale
Endurance,"",Ausdauer
Earthquake,"",Erdbeben
Wail of the Banshee,"",Wehgeschrei der Todesfee
KINGDOM MANAGEMENT,"",VERWALTUNG DES KÖNIGREICHS
HYBRID FORM,"",MISCHGESTALT
DRUID,"",DRUIDE
Abundant Step,"",Weiter Schritt
Rage 2/day,"",Kampfrausch 2/Tag
Advanced Talents,"",Verbesserte Tricks
Spell Resistance,"",Zauberresistenz
Character name,"",Name
Survival,"",Überlebenskunst
Farms,"",Bauernhöfe
(BARD),"",(BARDE)
Move without penalty or taking damage through any|terrain that doesn’t require a Climb or Swim check.,"","Ohne Malus oder Schaden durch jedes Terrain|bewegen, das keinen Fertigkeitswurf benötigt."
INT - 12,"",IN - 12
Spell Save DC = 10 + INT + Spell Level,"",RW gegen Zauber (SG) = 10 + IN + Zaubergrad
LEADERSHIP ROLES,"",ANFÜHRERPOSITIONEN & REGIERUNGSÄMTER
Blades of Fire,"",Feuerklingen
Use any skill as if you were trained,"",Alle Fertigkeiten gelten als geübt
Elf,"",Elf
Elemental|Mastery Bonus,"",Elementarmeister-|schafts Bonus
Detect spirits,"",Geister entdecken
gp,"",GM
"+4 to Jump, no run-up","","+4 auf Springen, kein Anlauf"
Extracts|per day,"",Extrakte|pro Tag
Does not detect any other evil auras nearby.,"",Entdeckt keine anderen bösen Gesinnungen in der Nähe.
Quivering Palm,"",Vibrierende Handfläche
Buff,"",Buff
+ 2 + 2d6,"",+ 2 + 2W6
Combat expertise,"",Defensive Kampfweise
Shoulders,"",Schultern
CON,"",KO
AC Penalty,"",RK Malus
INT,"",IN
d100,"",W100
Basic|Damage,"",Grund-|schaden
+1 per level,"",+1 pro Level
Your base speed (measured in feet per six seconds),"",Deine Grundbewegungsrate; gemessen in m pro Runde (sechs Sekunden)
Scenario,"",Szenario
Orb of Sound,"",Kugel des Schalls
DEITY,"",GOTTHEIT
to attacks of opportunity,"",auf Gelegenheitsangriffe
Warmage|Level,"",Kriegsmagier|Stufe
Caster Levels,"",Zauberstufen
Area / Target,"",Reichweite / Ziel
Worn Items,"",Am Körper
• Confused,"",• verwirrt
"Bluff, Diplomacy,|  Intimidate","","Bluffen, Diplomatie,| Einschüchtern"
"Penalty applies to economy, loyalty and stability|From 10, begin to lose control of hexes|From 20, all saves drop to 0 and kingdom cannot act","","Malus wird bei Wirtschaft, Treue und Stabilität angewendet|Ab 10 verlierst du Hexafelder|Ab 20 sinken alle Rettungswürfe auf 0 und das Königreich kann nicht mehr agieren"
THREAD,"",ERZÄHLSTRANG
Fist of Stone,"",Steinfaust
Dragon,"",Drache
UPKEEP,"",UNTERHALT
Bloodline powers,"",Kräfte der Blutlinie
"Blindsight 30ft, Bonus feat","","Blindsicht 9m, Bonustalent"
COMBAT ABILITIES,"",FÄHIGKEITEN IM KAMPF
DEX,"",GE
Country,"",Land
Water Breathing,"",Wasseratmung
2d6 / 3d8,"",2W6 / 3W8
LEVELS,"",STUFEN
"Climb, Jump, Swim","","Klettern, Springen, Schwimmen"
Detect Undead,"",Untote entdecken
RANGED,"",FERNKAMPF
Strength,"",Stärke
Damage:,"",Schaden:
From Level 3:,"",Ab Stufe 3:
"At odd-numbered levels, you get to pick a feat.|Make sure your character qualifies for the feat’s preconditions.","","Bei ungeraden Stufen erhälst du ein weiteres Talent.|Achte darauf, dass dein Charakter die Voraussetzungen für das Talent erfüllt."
Cause an enemy to die of joy or sorrow,"",Einen Gegner vor Freude oder Kummer sterben lassen
SPIRIT SHAMAN,"",GEISTERSCHAMANE
LANGUAGES,"",SPRACHEN
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),"",Attributsmodifikator = (Attributswert - 10) ÷ 2    (abrunden)
d <dice>,"",W
rks,"",Ränge
Fatigued|Penalty,"",Erschöpfungs-|Malus
ENERGY RESISTANCE,"",ENERGIERESISTENZ
Weapon Focus,"",Waffenfokus
WIDE AUDIENCE,"",BREITES PUBLIKUM
15 Acrobatics,"",15 (Akrobatik)
PARTY INVENTORY,"",GRUPPENINVENTAR
From level 12:,"",Ab Stufe 12:
Earth,"",Erde
EQUIPMENT,"",AUSRÜSTUNG
bp,"",BP
Dark Vision,"",Dunkelsicht
Wall of Fire,"",Feuerwand
18 up,"",ab 18
CLASSES,"",KLASSEN
Favoured class,"",Bevorzugte Klasse 
Fighter,"",Kämpfer
9ft,"","2,7m"
Keen,"",Geschärft
Creature Name,"",Name der Kreatur
