Original,Part of,Translation
SHARE FAVOURED ENEMY,"",COMPARTIR ENEMIGO PREDILECTO
MONK OF THE|SACRED MOUNTAIN,"",MONJE DE LA|MONTAÑA SAGRADA
Dodge|Bonus,"",Bonus|Esquiva
JACK OF ALL TRADES,"",HOMBRE PARA TODO
Destruction,"",Destrucción
"When below 0hp, always stabilise without needing to make a constitution check (though bleed damage still counts).","","Por debajo de 0pg, siempre se estabiliza sin necesitar prueba de Constitución (aunque el sangrado aún cuenta)."
Natural|Armour,"",Armadura|Natural
lb,"",lb
Spell Save DC = 10 + WIS + Spell Level,"",CD Salv de Conjuro = 10 + SAB + Nivel de Conjuro
Blinding Critical,"",Crítico cegador
Sneaky,"",Sigiloso
Ranger Level,"",Nivel Explorador
Locate Traps,"",Encontrar trampas
Acrobatics skill +4,"",Habilidad Acrobacias +4
Precise Shot,"",Disparo Preciso
String,"",Cuerda
Era,"",Era
Icy burst,"",Explosiva Gélida
EDICTS,"",EDICTOS
60 ft,"",60 ft
Bully,"",Abusador
Critical,"",Crítico
"Make a note of any other abilities your character gains at this level.|This may include extra spells, combat feats or feat-like choices,|increases to the power of previous abilities, etc.","","Toma nota de otras aptitudes que tu personaje gana en este nivel.|Esto incluye conjuros extra, dotes de combate o elecciones tipo dote,|incrementos al poder de aptitudes previas, etc."
(WIS minimum 1),"",(SAB mínimo 1)
"Racial, Feats","","Racial, Dotes"
Construct,"",Constructo
"Invoke True Judgement before one attack|If the attack is successful, the target|  must pass a Fortitude save or die|Whether successful or not, that target is|  then immune to True Judgement for 24 hours","","Invoca Juicio Verdadero antes de un ataque|Si el ataque tiene éxito, el objetivo|debe pasar una Salv Fort o morir|Lo pase o no, el objetivo está|entonces"
"Bluff, Sense Motive","","Averiguar Intenciones, Engañar"
Sing,"",Canto
Dead Shot,"",Disparo certero
Heir,"",Heredero
Level|Penalty,"",Penal.|Nivel
40 ft,"",40 ft
DEFENCE & SAVING THROWS,"",DEFENSA & TIROS SALVACIÓN
Disable Traps,"",Inutilizar trampas
Favoured|     Enemy|     Terrain,"",Enemigo|Terreno|Predilecto
Wind Instruments,"",Instrumentos de Viento
Creature|Level,"",Criatura|Nivel
Investigator|Level,"",Nivel de|Investigador
15ft,"",15ft
Trap Sense +4,"",Sentido de las Trampas +4
Weapon Focus  (,"",Soltura con un arma (
Armour AC,"",CA Armadura
Domain Spell,"",Conjuro de Dominio
Bard|Level,"",Nivel|Bardo
Manifester|Level,"",Nivel de|Manifestador
Sleight of Hand,"",Juego de Manos
Book,"",Libro
FORCE OF WILL,"",FUERZA DE VOLUNTAD
"Diplomacy, Intimidate","","Diplomacia, Intimidar"
TOUCH,"",TOQUE
Exhausting Critical,"",Crítico agotador
20 Reflex save,"",20 Salv. Reflejos
Temporary feat,"",Dote Temporal
Rounds Today,"",Asaltos Hoy
MONEY,"",DINERO
NPC,"",PNJ
ARMOUR CLASS BONUS,"",Bonus Clase Armadura
Open Lock,"",Abrir Cerraduras
TRAPS,"",TRAMPAS
SAVING|THROW,"",PRUEBA|SALVACIÓN
EFFECTIVE|CHARACTER LEVEL,"",NIVEL EFECTIVO|PERSONAJE
No action this round|Lose DEX bonus to AC; -2 AC,"",Sin acción este turno|Pierde bonus Des a CA; -2 CA
RESOLUTE,"",Resoluto
Cannot run or charge|-2 Strength and Dexterity,"",No puede correr o cargar|-2 a Fuerza y Destreza
INSPIRE COURAGE,"",INFUNDIR VALOR
• Fatigued,"",• Fatigado
Cavalier’s Charge,"",Carga del Caballero
Inflict Wounds,"",Infligir Heridas
CHA - 12,"",CAR - 12
Dying,"",Moribundo
Spellcraft,"",Conocimiento de Conjuros
d20 +,"",d20 +
BONUS FEAT,"",Dote Adicional
Antipaladin|Level,"",Nivel de|Antipaladín
AQUATIC DRUID,"",DRUÍDA ACUÁTICO
Stat,"",Características
Bleeding Wound,"",Herida Sangrante
Overwhelming,"",Abrumador
Invoke two judgements at once,"",Invoca dos juicios a la vez
Short,"",Corto
Damage|Bonus,"",Bonus|Daño
Victims|Today,"",Víctimas|Hoy
Cause enemies within 30ft to become shaken,"",Causa que enemigos a 30' queden estremecidos
to Humanoid form:,"",a forma Humanoide:
Favoured| Enemy,"",Enemigo|Predilecto
Concentration|Bonus,"",Bonus|Concentración
Defining Features,"",Características definitorias
Cast spells in medium armour with no risk of spell failure,"",Lanza conjuros con armadura intermedia sin riesgo de fallo arcano
+ 1d6,"",+ 1d6
d6 / 2d6,"",d6 / 2d6
EMPTY BODY,"",Cuerpo Vacio
EFFECTS,"",EFECTOS
ARMOUR CLASS,"",CLASE DE ARMADURA
Spell|Save DC,"",CD de|la Salvación
HEALING|POINTS,"",PUNTOS|CURACIÓN
Blinded,"",Cegado
Times per day,"",Veces al día
WELL-VERSED,"",BIEN VERSADO
Revert to base form at dawn or after 8 hrs rest.,"",Vuelve a forma base al amanecer o tras 8 horas descanso
(MONK),"",(MONJE)
CHANNEL POSITIVE ENERGY,"",CANALIZAR ENERGÍA POSITIVA
Mobility,"",Movilidad
Purity of Body,"",Pureza Corporal
PF-RPG,"",PF-RPG
"Acrobatics, Fly","","Acrobacias, Volar"
Regain one use of mythic power per hour.,"",Recupera un uso de poder mítico por hora
Armour|Check|Penalty,"",Penalización|Prueba|Armadura
Halfling,"",Mediano
Trap|Sense,"",Sentido de|las trampas
IN WINTER,"",EN INVIERNO
Resolve|Today,"",Resolución|Diario
50 coins weighs 1lb,"",50 monedas pesan 1lb
Tiring Critical,"",Crítico fatigante
AFFLICTED LYCANTHROPE,"",LICÁNTROPO AFLIGIDO
From level 5:,"",Desde nivel 5:
Greater Weapon Specialisation,"",Especialización mayor con un arma
2 Bonus hit dice|+ 2d10 (including CON),"",2 Dados de golpe adicionales|+2d10 (incluyendo CON)
• Bleed,"",• Sangrado
Luck|Bonus,"",Bonus|Suerte
MONK,"",MONJE
FABULOUS,"",FABULOSO
N/A,"",N/A
Aggressive,"",Agresivo
Recover all hit points with 8 hours rest,"",Recobra todos los puntos de golpe con descanso durante 8 horas
CHA - 4,"",CAR - 4
Paladin|Level,"",Nivel de|Paladín
• Fascinated,"",• Fascinado
WEAPON ENHANCEMENT,"",Mejora del arma
TAXATION,"",IMPUESTOS
Claws: 1d4 damage (1d3 if small),"",Garras: 1d4 daño (1d3 si Pequeño)
Unlimited uses|per day,"",Usos ilimitados|al día
to confirm criticals,"",para confirmar críticos
(Max +7),"",(Max +7)
LONG JUMP,"",SALTO DE LONGITUD
BASE ATTACK|BONUS,"",BON ATAQUE|BASE
MASTER STRIKE,"",GOLPE MAESTRO
Bonus to saves against charm|and compulsion effects,"",Bonificador a las salvaciones contra encantamientos| y efectos de compulsión
Spirit’s|Charisma,"",Carisma del|Espíritu
Attained,"",Obtenido
Capacity,"",Capacidad
Temp Attack,"",Ataque Temp.
Bonus,"",Bonus
CHARACTER,"",PERSONAJE
Barbarian|Level,"",Bárbaro|Nivel
Stun (or other effects) target for one round,"",Aturde (u otros efectos) al objetivo 1 asalto
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.","","Golpe Maestro no puede usarse de nuevo en el mismo objetivo|en 24 horas, pasen la Salv Fort. o no"
Freedom of Movement,"",Libertad de movimiento
Attribute|modifiers,"",Modificadores|Atributos
2 ki points,"",2 puntos ki
DIAMOND SOUL,"",ALMA DIAMANTINA
TATTOOS,"",TATUAJES
APPEARANCE,"",APARIENCIA
Improved Bull Rush,"",Embestida mejorada
Treasurer,"",Tesorero
Improved Shield Bash,"",Golpear con escudo mejorado
Knowledge: Religion,"",Saber: Religión
Origin,"",Origen
COMBAT MANOEUVRES,"",MANIOBRAS DE COMBATE
Level|Adjustment,"",Ajuste de|Nivel
Knowledge: Dungeoneering,"",Saber: Dungeons
CAVALIER ORDER — CHALLENGE ABILITY,"",ORDEN CABALLERESCA – APTITUD DESAFÍO
Current Shape,"",Forma actual
"Bluff, Disguise","","Disfrazarse, Engañar"
STR,"",FUE
KNOWLEDGE: SPIRITS,"",SABER: ESPÍRITUS
"Racial,|Feats,|Synergy","","Racial,|Dotes,|Sinergia"
Purchase starting equipment,"",Compra de equipo inicial
Invoke one Judgement on your|foes and receive a bonus|as long as you are in combat.,"",Invoca un juicio sobre tus|enemigos y recibe un bonus|mientras estés en combate
AC,"",CA
Weapon Specialisation:,"",Especialización con un arma:
PARTY FUNDS,"",FONDOS DEL GRUPO
PARTY,"",GRUPO
ROGUE,"",PÍCARO
1ft,"",1ft
STATS,"",RASGOS
• Panicked,"",• Despavorido
"+1 unrest for each attribute (Economy, Loyalty or Stability) that is negative","","+1 malestar por cada atributo (Economía, Lealtad o Estabilidad) que sea negativo"
"If taking a level of a favoured class, pick a bonus hit point or skill rank.|Some classes may make available other options, such as an extra spell.","","Si escoges un nivel de clae favorita, elige entre 1 pg o 1 punto habilidad extra.|Algunas clases pueden tener disponible otras opdiones, como un conjuro extra."
Aberration,"",Aberración
Draw selected weapon as an immediate action:,"",Desenfunda arma seleccionada como acción inmediata:
FRIENDS AND FOES,"",AMIGOS Y ENEMIGOS
"Royal enforcer can reduce unrest by 1, but must then make a loyalty check or lose 1 loyalty","","El Ejecutor Real puede reducir el malestar en 1, pero debe hacer una prueba de lealtad o perder 1 de lealtad"
ARCANE BOND,"",VÍNCULO ARCANO
days,"",días
GOOD,"",BUENO
Token,"",Símbolo
d6,"",d6
Throat,"",Garganta
Deadeye,"",Disparo de precisión
NPC GROUP,"",GRUPO PNJ
2d6 +,"",2d6 + 
"If multiclassing, remember to add up the values from all your classes.","","En multiclase, recuerda sumar los valores de todas tus clases."
DURATION,"",Duración
3d6,"",3d6
QUEST ITEMS,"",OBJETOS DE MISIÓN
Act,"",Actuación
FRIEND,"",AMIGO
1d4,"",1d4
FALL,"",CAÍDA
Half-orc,"",Semiorco
Weapon type,"",Tipo de Arma
Heavy Load,"",Carga Pesada
Summoned|Today,"",Invocado|Hoy
Caster|Level,"",Nivel de|Lanzador
Morale|Bonus,"",Bon de|Moral
per successive hit,"",por golpe sucesivo
HUNTER’S BOND,"",VÍNCULO DEL CAZADOR
Improved Critical,"",Crítico mejorado
ft,"",'
Name,"",Nombre
MOUNT,"",MONTURA
Duchy,"",Ducado
Maximum|Penalty,"",Penal.|Máxima
Districts,"",Distritos
sq,"",c
"Climb, Fly, Survival, Swim","","Trepar, Volar, Supervivencia, Nadar"
FEMALE,"",MUJER
TEAMWORK FEATS,"",DOTES DE TABAJO EN EQUIPO
CATCH LEDGE,"",COGER SALIENTE
Active,"",Activa
FAVOURED ENEMIES,"",ENEMIGOS PREDILECTOS
A successful strike with smite goodbypasses damage reduction.,"",Un golpe con éxito con castigar el bien sobrepasa la reducción de daño
Extract|Save DC,"",CD Salv|de Extractos
AFFILIATIONS,"",AFILIACIONES
SPELL RANGES,"",ALCANCES CONJUROS
Race,"",Raza
Weapon|Enhancement|Bonus,"",Bonus|Mejora|Arma
"From level 10, a Rogue|can take Advanced Talents","","Desde Nivel 10, un Pícaro|puede aprender Talentos Avanzados"
against larger foes,"",contra enemigos más grandes
Max|Attacks,"",Ataques|Max
Spend all remaining resolve (at least 2) to avoid death,"",Gastas todos los puntos de Resolución (al menos 2) para evitar morir
Regain one use of Resolve when you|defeat the target of a Challenge,"",Recuperas un uso de Resolución cuando|vences a un objetivo Desafiado
FEAT,"",DOTE
Take the better of two rolls on a Fortitude or Will save,"",Escoge la mejor de dos tiradas para Salvaciones Fortaleza o Voluntad
Flurry of Blows Attack Bonus,"",Bonus ataque Ráfaga de Golpes
CHALLENGE,"",DESAFÍO
DEFENCE,"",DEFENSA
5ft,"",5'
Endurance,"",Aguante
CAVALIER ORDER — SKILLS,"",ORDEN CABALLERESCA – HABILIDADES
KINGDOM MANAGEMENT,"",GESTIÓN DEL REINO
HYBRID FORM,"",FORMA HÍBRIDA
DRUID,"",DRUÍDA
Advanced Talents,"",Talentos Avanzados
"Bonus to Climb, Knowledge (geography), Perception, Stealthand Survival while in jungle terrains.","","Bonus a Trepar, Saber (geografía), Percepción, Sigilo y Supervivencia en junglas."
Spell Resistance,"",Resistencia a conjuros
Character name,"",Nombre del personaje
Survival,"",Supervivencia
Farms,"",Granjas
(BARD),"",(BARDO)
Low-light Vision,"",Visión en la penumbra
INT - 12,"",INT - 12
Companion Name,"",Nombre Compañero
50 ft,"",50 ft
Spell Save DC = 10 + INT + Spell Level,"",CD Salv Conjuro = 10 + INT + Nivel Conjuro
LEADERSHIP ROLES,"",ROLES LIDERAZGO
Use any skill as if you were trained,"",Usa cualquier habilidad como si fuera entrenada
Morale bonus applies to Acrobatics checks and saving throws against fear.,"",Bonus de Moral se aplica a pruebas de Acrobacias y pruebas Salvación contra miedo.
Elf,"",Elfo
gp,"",po
Extracts|per day,"",Extractos|al día
Buff,"",Ventaja
+ 2 + 2d6,"",+ 2 + 2d6
Shoulders,"",Hombros
CON,"",CON
AC Penalty,"",Penalización CA
INT,"",INT
d100,"",d100
Basic|Damage,"",Daño|Básico
+1 per level,"",+1 por nivel
Your base speed (measured in feet per six seconds),"",Tu velocidad base (medida en pies por cada 6 segundos)
DEITY,"",DEIDAD
to attacks of opportunity,"",a ataque de oportunidad
Caster Levels,"",Niveles Lanzador
Immortality,"",Inmortalidad
Area / Target,"",Area / Objetivo
Worn Items,"",Objetos portados
• Confused,"",• Confundido
Artiste,"",Artista
"Penalty applies to economy, loyalty and stability|From 10, begin to lose control of hexes|From 20, all saves drop to 0 and kingdom cannot act","","Penaliz. aplican a economía, lealtad y estabilidad|A partir de 10, empieza a perder control de hexágonos|A partir de 20, todas Salv. caen a 0 y el Reino no puede actuar"
UPKEEP,"",MANTENIMIENTO
WITCH,"",BRUJA
Ignore a construct’s hardness.,"",Ignora la dureza de un constructo.
COMBAT ABILITIES,"",APTITUDES DE COMBATE
DEX,"",DES
Country,"",País
2d6 / 3d8,"",2d6 / 3d8
LEVELS,"",NIVELES
Convert a confirmed critical hit to a standard hit,"",Convertir un crítico confirmado en un golpe normal
SPLASH DAMAGE,"",DAÑO DE SALPICADURA
DEEDS,"",Hazañas
Strength,"",Fuerza
"At odd-numbered levels, you get to pick a feat.|Make sure your character qualifies for the feat’s preconditions.","","A niveles impares, obtiene una dote.|Asegúrate de que tu personaje cumple con los prerrequisitos."
Cause an enemy to die of joy or sorrow,"",Causa que un enemigo muera de alegría o pena
Cast any spell from the Wizard spell list,"",Lanza cualquier conjuro de la lista de conjuros de Mago
LANGUAGES,"",LENGUAJES
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),"",Modif. Habilidad = (Punt. Total Habil. - 10) ÷ 2  (Redond. hacia abajo)
Armour|Bonus,"",Bonus|Armadura
rks,"",rangos
ENERGY RESISTANCE,"",RESISTENCIA A LA ENERGÍA
15 Acrobatics,"",15 Acrobacias
PARTY INVENTORY,"",EQUIPO DE GRUPO
Bombs Today,"",Bombas Hoy
EQUIPMENT,"",EQUIPO
bp,"",bp
Greater Two-weapon Fighting,"",Combate con dos armas mayor
Mounted Speed,"",Vel. Montura
RONIN,"",RONIN
"Bluff, Disguise, UMD","","Engañar, Disfrazarse, UOM"
CLASSES,"",CLASES
Favoured class,"",Clase favorita
80 ft,"",80 ft
9ft,"",9ft
Keen,"",Afilado
Creature Name,"",Nombre Criatura
100 ft,"",100 ft
OATHBOUND PALADIN,"",PALADÍN JURAMENTADO
SUMMONER|LEVEL,"",NIVEL|CONJURADOR
Vacancies,"",Vacantes
Spell Failure,"",Fallo de Conjuro
Half-elf,"",Semielfo
2d8,"",2d8
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,"",Mod de Característica =|  (Puntuación Total de Característica - 10) ÷ 2
Entangled,"",Enmarañado
Base attack bonus and saving throws,"",Bonus de ataque base y pruebas salvación
Manyshot,"",Disparos múltiples
HEALING DOMAIN,"",DOMINIO DE CURACIÓN
Base Save,"",Salvación Base
Linguistics,"",Lingüistica
HIT POINTS & SKILL RANKS,"",PUNTOS GOLPE & RANGOS HABILIDADES
Disguise,"",Disfrazarse
3d8,"",3d8
Arcane|Pool Cost,"",Costo
Judgements|Today,"",Juicios|Hoy
Hide,"",Esconderse
Stance,"",Estancia
• Cowering,"",• Aterrado
DATE,"",FECHA
30 ft,"",30 ft
Player,"",Jugador
Power Points,"",Puntos de Poder
EXPERT|TRAINER,"",ENTRENADOR|EXPERTO
INCOME,"",INGRESOS
d8 / 2d8,"",d8 / 2d8
DISTRACTION,"",DISTRACCIÓN
Wisdom,"",Sabiduría
FRIGHTENING TUNE,"",MELODÍA PAVOROSA
(Round down),"",(Redondear hacia abajo)
Ki Pool (adamantine),"",Reserva Ki (adamantino)
WEAPON TRAINING,"",ENTR. EN ARMAS
SPECIAL MOUNT,"",MONTURA DIVINA
ORDER,"",ORDEN
(damage is triple only if using a lance),"",(daño se triplica solo si usas lanza)
Natural Armour|Bonus,"",Bon de Armadura|Natural
SPEED,"",VELOCIDAD
PERSONALITY,"",PERSONALIDAD
Base|Speed,"",Velocidad|base
"Attack bonus|From level 10, bonus doubles to confirm critical hits","","Bonus ataque|Desde nivel 10, el bonus se dobla para confirmar críticos"
BARDIC PERFORMANCE,"",INTERPRETACIÓN DE BARDO
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks","","-2 a tiradas ataque, de dañor,| Salv, habilidades y aptitudes"
Gifts,"",Regalos
(require,"",(requiere
Bonus Spells,"",Conjuros Adicionales
QUICK DRAW,"",DESENVAINADO RÁPIDO
"Cannot rage, run or charge|while fatigued.","","No se puede entrar en furia, correr o cargar|mientras estés fatigado."
coins,"",monedas
Value,"",Valor
Magister,"",Magister
OTHER DAMAGE,"",OTRO DAÑO
Stunning Critical,"",Crítico aturdidor
CRIT,"",CRIT
Climb,"",Trepar
Bonus to Fortitude saves and initiative checks.,"",Bonificador a salvaciones de Fortaleza y tiradas de iniciativa.
Scorpion Style,"",Estilo del escorpión
None,"",Ninguno
+2 unrest if the treasury is empty,"",+2 malestar si la tesorería está vacía
Meticulous,"",Meticuloso
Wakizashi,"",Wakizashi
Priest|Level,"",Nivel|Clérigo
Keyboard|Instruments,"",Instrumentos|de Teclado
KNOWN SPELLS,"",CONJUROS CONOCIDOS
Spot,"",Avistar
HIT|DICE,"",DADOS|GOLPE
Familiar’s Name,"",Nombre del Familiar
Times Today,"",Veces hoy
Shock,"",Electrizante
Cure Wounds,"",Curar Heridas
COUNTERSONG,"",CONTRAODA
FORT,"",FORT
CHARACTER|BACKGROUND,"",TRASFONDO|PERSONAJE
NIMBLE,"",Ágil
Flurry of Blows,"",Ráfaga de Golpes
Sense Motive,"",Averiguar Intenciones
Size,"",Tamaño
Twice per day,"",Dos veces al día
Point-Blank Shot,"",Disparo a bocajarro
EIDOLON,"",EIDOLON
Fighter|Level,"",Nivel|Guerrero
RANGED|ATTACK,"",ATAQUE A|DISTANCIA
MUTAGENS,"",MUTÁGENOS
Economy|Roll,"",Prueba|Economía
Promotions,"",Promociones
Supreme Charge,"",Carga Suprema
Temp|Bonus,"",Bonus|Temp
"Bluff, Diplomacy, Sense Motive","","Engañar, Diplomacia, Averiguar Intenciones"
GREATER RESOLVE,"",Resolución mayor
3-Level|Bonus × 2,"",3-Nivel|Bonus x 2
Piercing,"",Perforante
Effective|Caster|Level,"",Nivel|Efectivo|Lanzador
Remember to role-play your character traits.,"",Recuerda interpretar tus rasgos de personaje.
2d10,"",2d10
Climb Speed,"",Vel. trepando
Use Rope,"",Uso de Cuerdas
Defensive Casting|Attack Penalty,"",Penal. Ataque|Lanzamiento Defens.
REF,"",REF
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.","",Bon se aplica a tiradas de salvación contra Música de Bardo y|efectos que dependan de sonido o lenguaje.
Bluff,"",Engañar
Base|Attack,"",Ataque|Base
MONK OF THE|LOTUS,"",MONJE DEL|LOTO
ALCHEMIST,"",ALQUIMISTA
FIREARMS,"",ARMAS DE FUEGO
Class|Skill,"",Habilidad|de clase
"If you are killed return to life 24 hours later, regardless of|the condition of your body. You do not regain any limiteddaily abilities.","","si mueres, vuelves a la vida 24 horas más tarde, independientemente de|la condición de tu cuerpo. No recuperas ninguna aptitud diaria limitada."
Item|Bonus,"",Bonif|Objeto
Basic Value,"",Valor Básico
Misc,"",Misc
Fey,"",Fata
ARCHERY,"",ARQUERÍA
SETTLEMENT,"",ASENTAMIENTO
CHOICES,"",ELECCIONES
Range:,"",Alcance:
Bonus|Points,"",Puntos|Adicionales
BARDIC KNOWLEDGE,"",CONOCIMIENTO DE BARDO
10ft,"",10'
USES PER DAY,"",Usos al Día
Uncanny Dodge,"",Esquiva Asombrosa
Use ki attacks with arrows as if they were melee,"",Usa ataques ki con flechas como si fueran de melee
TWO-WEAPON FIGHTING,"",LUCHA CON DOS ARMAS
Frightened,"",Asustado
Summon monster I,"",Convocar Monstruo I
(CLERIC),"",(CLÉRIGO)
Take -2 penalty to AC against any enemy except challenged target,"","Sufres -2 penal. a CA contra cualquier enemigo, excepto el objetivo desafiado"
FIGHTER,"",GUERRERO
Feat Sharing|Today,"",Dotes compartidas|Hoy
WILL DC,"",CD VOL
Spouse,"",Esposa
HEALTH,"",SALUD
Base Attack|Bonus,"",Bonus Ataque|Base
FAVOURED ENEMY,"",ENEMIGO PREDILECTO
Still Mind,"",Mente en Calma
TIMELINE,"",LINEA DE TIEMPO
"Come up with a cool idea for your character. Figure out where they|come from, how their background shaped them and why they’ve|chosen to be an adventurer.|Use extra pages if necessary.","","Encuentra una buena idea para tu personaje. Discurre de donde|vienen, como les influyó su trasfondo y por qué han|elegido ser aventureros.|Usa páginas extra si lo necesitas."
MALE,"",HOMBRE
"100,000 people","",100.000 personas
Paralysed,"",Paralizado
Pinpoint Targeting,"",Puntería precisa
HARD TO KILL,"",DURO DE MATAR
FAVOURED TERRAIN,"",TERRENO FAVORITO
ECO,"",ECO
"Bluff, Diplomacy","","Diplomacia, Engañar"
Saving throw,"",Prueba Salv
Use bonus in place of...,"",Usar bonificador en lugar de...
+2 to confirm critical hits with selected weapon,"",+2 para confimar críticos con el arma seleccionada
ARCTIC DRUID,"",DRUÍDA ÁRTICO
Dance,"",Baile
55ft,"",55ft
BASE ATTACK,"",ATAQUE BASE
BARBARIAN!,"",BÁRBARO!
INITIATIVE,"",Iniciativa
Summon Nature’s Ally IV,"",Conovocar Aliado Natural IV
Take 20 Today,"",Elegir 20 Hoy
35ft,"",35ft
No penalty for using an improvised weapon,"",Sin penal. por usar un arma improvisada
Delayed death,"",Muerte Retrasada
Bane Rounds|Today,"",Asaltos Perdición|Hoy
A successful strike with smite evilbypasses damage reduction.,"",Un golpe exitoso con castigar el mal sobrepasa la reducción de daño.
"25,000 people","",25.000 personas
Item,"",Objeto
Speciality Spell,"",Conjuro Especialista
PORTRAIT,"",RETRATO
STUNNING FIST,"",PUÑETAZO ATURDIDOR
Avoid half damage on failed reflex save,"",Evita mitad del daño cuando se falla una Salv. Ref.
Bonus|Combat|Feat,"",Dotes de|Combate|Adicionales
6ft,"",6ft
OF,"",DE
Marshal,"",Alguacil
to Diplomacy to alter an animal’s attitude,"",a Diplomacia para alterar la actitud del animal
Wild|Shape|Level,"",Nivel de|Forma|Salvaje
Power|Save DC,"",CD Salv.|Poder
• Paralysed,"",• Paralizado
DISCERN LIES,"",DISCERNIR MENTIRAS
Fast Movement,"",Movimiento Rápido
Festivals,"",FESTIVALES
Temp Damage,"",Daño Temporal
"Armour, Shield","","Armadura, Escudo"
DETERMINED,"",Determinado
Nerf,"",Desventaja
Evolutions,"",EVOLUCIONES
FAVOURED ENEMY BONUS,"",BON DE ENEMIGO PREDILECTO
Trap Sense +5,"",Sentido de las Trampas +5
Healing,"",Curación
"Armour class bonus|From level 10, bonus doubles against critical hits","","Bonus clase armadura|Desde nivel 10, el bonus se dobla contra criticos"
Euphoria|Bonus,"",Bonus|Euforia
Sixth Sense +5,"",Sexto Sentido +5
Base|Extracts,"",Extractos|Base
Impaling Critical,"",Crítico Empalador
die,"",dado
SPELL SCHOOLS,"",ESCUELAS DE CONJUROS
Attack|Bonus,"",Bonus|Ataque
Invulnerability,"",Invulnerabilidad
Generalist,"",Generalista
LOYALTY,"",LEALTAD
Untrained,"",No entrenada
The inquisitor cannot cast spells of an alignment|opposed to her own or her deity’s.,"",El inquisidor no puede lanzar conjuros de un alineamiento|opuesto al suyo o de su deidad
Move Silently,"",Moverse Sigilosamente
HIT POINTS,"",PUNTOS DE GOLPE
SHAMAN,"",SHAMAN
Long,"",Largo
SAVES,"",SALVACIONES
d8,"",d8
Protection,"",Protección
Extract Save DC = 10 + INT + Extract Level,"",CD Salv de Extractos = 10 + INT + Nivel del Extracto
The number of 12-mile|hexes the kingdom controls,"",El número de hexágonos de|12 millas que el Reino controla
Psionic Aura,"",Aura Psionica
MATERIALS,"",MATERIALES
Max Speed,"",Vel Máxima
Spells|per day,"",Conjuros|al Día
FEATS & SPECIAL ABILITIES,"",DOTES Y APTITUDES ESPECIALES
if larger/|smaller,"",si más grande/|más pequeño
No age penalties or artificial ageing,"","Sin penalización por edad, o envejecimiento artificial"
(at will),"",(a voluntad)
CITY,"",CIUDAD
Animal Companion’s Name,"",Nombre del Compañero Animal
See below.,"",Ver abajo
VALUABLE ITEMS,"",Objetos Valiosos
Add monk level to Acrobatics checks for jumping,"",Añade niveles de monje a pruebas Acrobacias para salta
Sixth Sense +2,"",Sexto Sentido +2
Times|per day,"",Veces|al día
Flaming,"",Flámigera
Range,"",Alcance
Medium,"",Medio
Events,"",Eventos
DIVINE BOND,"",VÍNCULO DIVINO
PAYMENTS,"",PAGOS
LONG RANGE,"",LARGO ALCANCE
Shot on the Run,"",Disparo a la carrera
Light weapon,"",Arma ligera
Skill,"",Habilidad
PREPARED SPELLS,"",CONJUROS PREPARADOS
Improved Evasion,"",Evasión Mejorada
Flaming burst,"",Explosiva Ígnea
• Blind,"",• Cegado
CONFUSION,"",CONFUSIÓN
Full|Moon,"",Luna|Llena
DC 15,"",CD 15
Modifier,"",Modificador
Stealth,"",Sigilo
"Fill in the class’s hit die, skill ranks per level, and class skills","","Rellena los dados golpe de clase, rangos habilidad por nivel, y habilidades de clase"
Preferred Clothing,"",Ropaje Preferido
Times|Today,"",Veces|Hoy
Extra,"",Extra
Fire and cold resistance,"",Resistencia a Fuego y Frío
Point|Cost,"",Coste|Puntos
CODE OF HONOUR,"",CÓDIGO DE HONOR
Bonus to attack and damage rolls,"",Bon a tiradas de ataque y daño
SMITE GOOD,"",CASTOGAR EL BIEN
Ability|Score,"",Punt.|Caract.
Serious Wounds,"",Heridas Graves
CHANNEL ENERGY,"",CANALIZAR ENERGÍA
Ninja Level,"",Nivel de Ninja
Roll hit points and allocate skill ranks,"",Tira los puntos golpe y coloca rangos habilidad
Weight,"",Peso
LORE MASTER,"",MAESTRO DEL SABER
Improved Critical or Keen weapon,"",Crítico mejorado o Arma afilada
pts,"",pts
Justice,"",Justicia
Automatic|Success,"",Éxito|automático
DC 10,"",CD 10
Poison Use,"",Uso de Venenos
Target’s|Hit Dice,"",Dados de Golpe|del Objetivo
Fears,"",Miedos
LYCANTHROPIC EMPATHY,"",EMPATÍA LICANTRÓPICA
Bards can wear light armour without risking|spell failure.,"",Bardos pueden llevar armadura ligera sin|incurrir en fallo de conjuro.
Magus|Level,"",Nivel de|Magus
MASS SUGGESTION,"",SUGESTIÓN EN GRUPO
Intelligence,"",Inteligencia
• Exhasted,"",• Exhausto
Can make knowledge checks untrained.,"",Puede hacer pruebas de Saber sin entrenar.
Power|Level,"",Nivel de|Poder
Morale Bonus,"",Bonus Moral
Medium Load,"",Carga Media
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,"",Canalizar energía positiva gasta dos usos diarios de Imposición de Manos.
• Dazed,"",• Atontado
Granted Powers,"",Poderes Concedidos
