Original,Part of,Translation
Power|Save DC,"",ST Rz. Obr.|na Moc
Fast Movement,"",Szybkie Poruszanie się
Festivals,"",Festiwale
Temp Damage,"",Tymczasowe Obrażenia
"Armour, Shield","","Zbroja, Tarcza"
Nerf,"",Kary
FAVOURED ENEMY BONUS,"",PREMIA Z PREFEROWANEGO WROGA
Trap Sense +5,"",Wyszukiwanie Pułapek +5
Healing,"",Leczenie
Impaling Critical,"",Przebijający Krytyk
die,"",kość
SPELL SCHOOLS,"",SZKOŁY MAGII
Attack|Bonus,"",Premia|do Ataku
LOYALTY,"",LOJALNOŚĆ
Untrained,"",Niewyszkolona
Move Silently,"",Ciche Poruszanie się
HIT POINTS,"",PUNKTY WYTRZYMAŁOŚĆI
SHAMAN,"",SZAMAN
Long,"",Długi
SAVES,"",RZUTY OBRONNE
d8,"",k8
Heal wounds,"",Leczenie ran
The number of 12-mile|hexes the kingdom controls,"","Liczba 19,2km hexów|pod kontrolą królestwa"
Psionic Aura,"",Psioniczna Aura
Max Speed,"",Prędkość Maks.
Spells|per day,"",Czary|na dzień
FEATS & SPECIAL ABILITIES,"",ATUTY I UMIEJĘTNOŚCI SPECJALNE
if larger/|smaller,"",jeśli większy/|mniejszy
No age penalties or artificial ageing,"",Nie podlega karom wynikających ze starzenia się i nie może być postarzany za pomocą magii
(at will),"",(na życzenie)
CITY,"",MIASTO
Animal Companion’s Name,"",Imię Zwierzęcego Towarzysza
See below.,"",Zobacz poniżej
VALUABLE ITEMS,"",KOSZTOWNOŚCI
Add monk level to Acrobatics checks for jumping,"",Dodaj liczbę poziomów Mnicha do testów skakania opartych na Zwinności
(Use adjusted CON),"",Użyj dostosowanej B)
Range,"",Zasięg
Medium,"",Średnie
Events,"",Wydarzenia
Diseased,"",Chory
DIVINE BOND,"",BOSKA WIĘŹ
PAYMENTS,"",PŁATNOŚCI
Take only half damage even on failed reflex,"",Połowa obrażeń w przypadku nieudanego rzutu na refleks
LONG RANGE,"",DŁUGI ZASIĘG
4d6,"",4k6
Shot on the Run,"",Strzał w Biegu
Light weapon,"",Broń lekka
Skill,"",Umiejęstość
PREPARED SPELLS,"",PRZYGOTOWANE CZARY
Improved Evasion,"",Doskonalsze Uchylanie
Full|Moon,"",Pełnia
DC 15,"",ST 15
Modifier,"",Modyfikator
Stealth,"",Skradanie się
"Fill in the class’s hit die, skill ranks per level, and class skills","","Uzupełnij klasową KW, punkty umiejętności na poziom i umiejętności klasowe"
Preferred Clothing,"",Ulubione Ubranie
Extra,"",Dodatkowe
Point|Cost,"",Koszt
Face,"",Twarz
Bonus to attack and damage rolls,"",Premia do ataku i testów obrażeń
Size|Modifier x4,"",Modyfikator|Rozmiaru x4
Ability|Score,"",Wartość|Atrybutu
Serious Wounds,"",Poważne Rany
CHANNEL ENERGY,"",KIERUNKOWANIE ENERGII
Poised,"",Pewny Siebie
Roll hit points and allocate skill ranks,"",Wylosuj punkty wytrzymałości i rozdaj punkty umiejętności
Weight,"",Waga
LORE MASTER,"",MISTRZ WIEDZY
Improved Critical or Keen weapon,"",Doskonalszy Krytyk lub broń ostra
pts,"",ptk
Can wear medium armour,"",Może nosić średnią zbroję
Justice,"",Sprawiedliwość
DC 10,"",ST 10
Poison Use,"",Używanie Trucizn
Fears,"",Lęki
LYCANTHROPIC EMPATHY,"",WIĘŹ LIKANTROPÓW
MAGUS ARCANA,"",ARKANY MAGUSA
Bards can wear light armour without risking|spell failure.,"",Bard może nosić lekką zbroję bez ryzyka|niepowodzenia czaru.
Magus|Level,"",Poziomy|Maga
MASS SUGGESTION,"",ZBIOROWA SUGESTIA
Intelligence,"",Inteligencja
Can make knowledge checks untrained.,"",Może wykonywać testy Wiedzy bez ich znajomości
Power|Level,"",Poziomy|Mocy
Medium Load,"",Średnie Obciążenie
Coward,"",Tchórzliwy
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,"",Kierunkowanie pozytywnej energii zużywa|2 Nakładania Rąk
Illiteracy,"",Niepiśmienność
"Weapons, Ammo, Scrolls, Potions","","Broń, Pociski, Zwoje, Mikstury"
Inflict Moderate Wounds,"",Zadawanie Średnich Ran
Granted Powers,"",Ofiarowane Moce
Spells|Known,"",Znane|Czary
RIVAL,"",RYWAL
Etherealness,"",Eteryczność
Channel Negative Energy,"",Kierunkowanie Negatywnej Energii
Life Link,"",Więź życia
Track,"",Tropienie
Councilor,"",Radny
BASIC SPEED,"",BAZOWA PRĘDKOŚĆ
PERFECT SELF,"",IDEALNE JA
Acrobatics,"",Zwinność
No Armour Check penalty when charging.,"",Brak Kary do Testów z Pancerza podczas szarżowania.
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,"",Niweluje magiczne efekty oparte na dźwięku.|Sprzymierzeńcy w zasięgu 9m
Tier,"",Poziom
ABILITY SCORE,"",WARTOŚĆ ATRYBUTU
Torso,"",TORS
Evil Cleric,"",Zły Kapłan
School,"",Szkoła
Rounds|Today,"",Rundy|Dziś
"Ranger bonus feats can be taken without the normal pre-requisites,|but only apply when not wearing heavy armour.","","Tropiciel dostaje premiowe atuty, nawet jeśli nie spełnia wymagań, jednak mogą być stosowane tylko gdy nie nosi ciężkiej zbroi."
Normal,"",Normalne
From level 4:,"",Od 4 poziomu:
Disable Device,"",Unieszkodliwianie Mechanizmów
"As a move action, share half your Favoured Enemy|bonus against a single target with all allies within 30 ft","",Jako akcję ruchu podziel się twoją Premią za Preferowanego Wroga przeciw jednej istocie ze sprzymierzeńcami w obszarze 9m.
Bonus Points,"",Punkty Premiowe
Total,"",Suma
BAB,"",BPA
Employer,"",Pracodawca
STA,"",STA
Power Save DC = 10 + INT + Power Level,"",ST Rz. Obr. Na Moc = 10 + INT + Poziom Mocy
Knowledge bonus,"",Premia do Wiedzy
Gold,"",Złoto
DEADLY PERFORMANCE,"",ŚMIERTELNY WYSTĘP
Escape Artist,"",Wyzwalanie się
Ninja|Level,"",Poziom|Ninja
Suggest actions to already fascinated creatures,"",Sugerowanie akcji zafascynowanym istotom
Max AC DEX,"",Max Zr do KP
Flight,"",Lot
Head,"",Głowa
CLERIC,"",KAPŁAN
Rage 6/day,"",Szał 6/dzień
Damage Reduction:,"",Redukcja Obrażeń:
Light,"",Światło
Use Magic Device,"",Używanie Magicznych Urządzeń
Balance,"",Zachowanie Równowagi
to Hybrid or Animal form:,"",to formy Hybrydy lub zwierzęcia
+2 to saves against enchantments,"",+2 do rz. obr. przeciw oczarowaniom
Temp,"",Tymczasowy
Spell / Spell-Like Ability,"",Czar / Zdolność Czaropodobna
Assets,"",Majątek
Indomitable Will,"",Niezłomna Wola
MELEE|ATTACK,"",ZWARCIE
Other items,"",Inne przedmioty
Knowledge: Arcana,"",Wiedza: Tajemna
XP,"",PD
Oratory,"",Oratorium
WILD EMPATHY,"",WIĘŹ Z DZICZĄ
CONTAINER,"",SKRZYNIA
Ki Strike (magic),"",Uderzenie Ki (magia)
cp,"",sm
"Scrolls, Potions,|Wands, Components","","Zwoje, Mikstury,|Różdżki, Komponenty"
Song of Freedom,"",Pieśń Wolności
KI POOL,"",UDERZENIE KI
Manoeuvre Training,"",Mistrz Manewrów
Combat Reflexes,"",Zmysł Walki
JUDGEMENT,"",DOSTOSOWANIE
"Bonus to Initiative, Knowledge (geography), Perception, Stealthand Survival while in aquatic terrains.","","Premia do Inicjatywy, Wiedzy (geografia), Percepcji, Ukrywania się i Sztuki Przetrwania w wodnych terenach"
Age,"",Wiek
Parents,"",Rodzice
+ Size|  diff x4,"",+ Różnica|rozmiaru x4
DC 20,"",ST 20
LYCANTHROPE,"",LIKANTROPIA
Alchemist|Level,"",Poziom|Alchemika
FAVOURED|CLASS BONUS,"",PREMIA Z|ULUBIONEJ KLASY
PSIONICS,"",PSIONIKA
Base|Attack|Bonus,"",Bazowa|Premia|do Ataku
(Max 9),"",(Max 9)
NATURE BOND,"",WIĘŹ Z DZICZĄ
Your size and size modifier,"",Twój rozmiar i modyfikator rozmiaru
Properties,"",Właściwości
for every 10ft of your standard move above 30ft,"",na każde 3m twojego standardowego ruchu powyżej 9m
Elemental Fury ×1,"",Furia Żywiołów ×1
Wounds,"",Rany
UNREST,"",NIEPOKOJE
Consult the book to find out:,"",Sprawdź w książce aby określić:
50ft,"",15m
"Magic Weapon, Greater","","Magiczna Broń, Potężniejsza"
Level,"",Poziom
Settlements,"",Osady
"Depending on your race, you typically get to pick one favoured class,|which provides you a slight bonus at each level.|Your favoured class does not have to be the first class you take.","","Zależnie od twojej rasy, wybierasz jedną ulubioną klasę,|zapewniającą niewielką premię na każdym poziomie.|Twoja ulubiona klasa nie musi być pierwszą klasą którą weźmiesz."
1d8,"",1k8
"(round down, min 1)","","(zaokrąglane w dół, min 1)"
"May make a standard or move action,| but not both","","Może wykonywać akcję ruchu lub standardową,|ale nie obydwie"
Religion,"",Religia
Type,"",Rodzaj
BLOODLINE,"",WIĘZY KRWI
Dexterity|Bonus,"",Zręczność|Premia
CMD,"",OMB
Greater Weapon Focus,"",Doskonalsze Skupienie na Broni
Armour|& Shield,"",Zbroja|i Tarcza
Slow Fall 50 ft,"",Powolny Upadek 15m
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions","",Zbiorowe Leczenie Poważnych Ran|Usuwa zmęczenie oraz objawy chorów
DC MODIFIERS,"",MODYFIKATORY ST
SUMMONED CREATURE,"",PRZYZWANA ISTOTA
IMMORTAL,"",NIEŚMIERTELNY 
Copper,"",Miedź
ABILITIES,"",ATRYBUTY
(DRUID),"",(DRUID)
Charisma,"",Charyzma
SCROLLS,"",ZWOJE
TRAITS,"",CECHY
Samurai|Level,"",Poziomy|Samuraja
Alignment,"",Charakter
Frost,"",Zimno
PSICRYSTAL,"",PSIKRYSZTAŁ
Casting|Stat,"",Poziom|Czarującego
Uses|Today,"",Użyć|Dziś
Dexterity,"",Zręczność
Creature Type,"",Typ Potwora
Base|Attack Bonus /|Monk Level,"",Bazowa|Premia do Ataku /|Poziom Mnicha
Dispelling Critical,"",Rozpraszający Krytyk
Abundant step,"",Daleki krok
Base|Spells,"",Czary|Bazowe
+4 Strength  +4 Constitution  +2 Will  -2 AC,"",+4 Siły +4 Budowy +2 Woli -2 KP
INT - 4,"",INT - 4
Background,"",Tło
Mythic|Tier,"",Mityczny|Poziom
Modifiers,"",Modyfikatory
Repair Moderate Damage,"",Naprawianie Średnich Obrażeń
Critical Focus,"",Krytyczne Skupienie
Treat unarmed attacks as adamantine weapons,"",Atak bez broni należy traktować jako oręż adamantytowy
OATH,"",PRZYSIĘGA
Body,"",Ciało
Two-weapon Defence,"",Defensywna Walka Dwoma Orężami
Colour Spray,"",Deszcz Kolorów
Fly,"",Latanie
Constitution|Score,"",Wartość|Budowy
Bonus to ability scores,"",Premia do wartości atrybutu
WILD SHAPE,"",KSZTAŁT NATURY
Power|Attack,"",Potężny|Atak
Staggering Critical,"",Oszałamiający Krytyk
Spell|Resistance,"",Odporność|na Czary
ARMOUR,"",ZBROJA
Temp Attack|Bonus,"",Tymczasowa Premia|do Ataku
Ki Strike (adamantine),"",Uderzenie Ki (Adamantyt)
Saving throw = 10 + Casting Stat + Spell Level,"",Rzut Obronny = 10 + Poziom Czarującego + Poziom Czaru
Base|Value,"",Bazowa|Wartość
KNOWN HEXES,"",ZNANE HEXY
per turn,"",na turę
RANGER,"",TROPICIEL
Spells from your opposed schools cost two slots to prepare.,"",Czary z twojej przeciwnej szkoły zużywają 2 komórki
One hit|point,"",Jeden punkt|wytrzymałości
Eyes,"",Oczy
-2 Strength  -2 Dexterity    Can’t charge or run,"",-2 Siły -2 Zręczności Nie może szarżować lub biec
Constitution,"",Budowa
Knowledge: Aeronautics,"",Wiedza: Aeronautyka
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.","","Premia do obrażeń od ugodzeń podwaja się dla pierwszego udanego uderzenia przeciw złym przybyszom, złym mokom i nieumarłym."
Decipher Script,"",Odszyfrowanie Zapisków
Check Penalty,"",Kara do Testów
REGULAR PAYMENTS,"",REGULARNE OPŁATY
Dread Necromancer|Level,"",Straszny Nekromanta|Poziom
Shield AC,"",Tarcza
Knowledge: Geography,"",Wiedza: Geografia
Dodge,"",Uniki
Insults,"",Zniewagi
Tongue of the Sun and Moon,"",Język Słońca i Księżyca
Cavalier|Level,"",Poziom|Kawalerzysty
Trap Sense +1,"",Wyszukiwanie Pułapek +1
Metamagic|Adjustment,"",Dostosowanie|z Metamagii
Favoured|Enemy,"",Preferowany|Wróg
IN SUMMER,"",LATEM
Improved Feint,"",Doskonalsza Finta
SKILLS,"",UMIEJĘTNOŚĆI
Moderate Wounds,"",Średnie Rany
Improved Impaling Critical,"",Doskonalszy Przebijający Krytyk
Disintegrate,"",Dezintegracja
MONSTER LORE,"",WIEDZA O POTWORACH
Specialist|Spells,"",Czary|Specjalisty
Mount Type,"",Rodzaj Wierzchowca
Fatigue|Modifier,"",Modyfikator|Zmęczenia
- Size|  mod x4,"",- Mod. z|Rozmiaru x4
DOMAINS,"",DOMENY
Cleric Level,"",Poziom Kapłana
at half speed,"",z połową prędkośći
25ft,"","7,5m"
"Delayed death by days equal to monk level, once a week","","Opóźnia śmierć na ilość dni równych poziomowi mnicha, raz na tydzień"
Appraise,"",Szacowanie
Valuables,"",Kosztowności
Two-handed weapon,"",Broń dwuręczna
Intimidate,"",Zastraszanie
Charisma|Score,"",Wartość|Charyzmy
Weapon and armour proficiencies,"",Biegłości w broni i pancerzu
Synergy,"",Synergia
Spymaster,"",Naczelny Szpieg
"Use the starting wealth for your class, or a value supplied by your GM.","",Użyj startowego majątku twojej klasy lub wartości podanej przez MP.
Monk bonus applies when|unarmoured and unencumbered,"",Premie mnicha stosuje się|gdy nieuzbrojony i nieobciążony
Feats,"",Atuty
Dislikes,"",Nielubiane
Kingdom,"",Królestwo
A natural lycanthrope’s bite afflicts the victim with|afflicted lycanthropy.,"",Ugryzienie naturalnego likantropa|zaraża ofiarę
Knowledge - INT|Profession - WIS,"",Wiedza - INT|Zawód - RZT
20ft,"",6m
Skill|Bonus,"",Premia z|Umiejętności
Damage,"",Obrażenia
Improved Uncanny Dodge,"",Doskonalszy Nieświadomy Unik
SNEAK ATTACK,"",PODSTĘPNY ATAK
+2 to any one ability score,"",+2 do dowolnego Atrybutu
Grand Diplomat,"",Główny Dyplomata
CHA,"",CHA
2 pt,"",2 ptk
if you fail a jump by 4 or less,"",Jeśli nie powiedzie się test skoku o 4 lub mniej
"Diplomacy, Sense Motive","",Dyplomacja. Wyczucie Pobudek
Bonus|Spells,"",Premiowe|Czary
"Turn, Halt,|Rout and|Destroy Undead","","Odpędzanie, Zatrzymywanie|i Niszczenie|Nieumarłych"
Attribute|scores,"",Wartości|Atrybutów
Dwarf,"",Krasnolud
Slow Fall 60 ft,"",Powolny Upadek 18m
Attack Bonus,"",Premia do ataku
Fire,"",Ognień
8ft,"","2,4m"
Points Healed,"",Punkty Wyleczone
SMITE EVIL,"",UGODZENIE ZŁA
BRAVERY,"",ODWAGA
Temp|Modifier,"",Tymczasowy|Modyfikator
Suggest actions to one already fascinated creature,"",Sugeruje akcję jednej zafascynowanej istocie
Disruptive Attack,"",Niszczący Atak
SAVE DC,"",ST Rz. Obr.
Affiliation,"",Przynależność
Platinum,"",Platyna
second sneak attack in a round,"",drugi podstępny atak w rundzie
Weapon Specialisation  (,"",Specjalizacja Broni
Uses|per day,"",Użycia|na dzień
KI POWERS,"",MOCE KI
Sixth Sense +4,"",Szósty Zmysł +4
WILL,"",WOLA
MERCIES,"",ŁASKI
ECONOMY,"",EKONOMIA
- 1 per 5lb| carried,"","- 1 na 2,5kg|obciążenia"
Immune to all poisons,"",Odporny na wszystkie trucizny
Hands,"",Dłonie
Knowledge:,"",Wiedza:
Enhancements,"",Wzmocnienia
CLASS,"",KLASA
Human,"",CZłowiek
INSPIRE GREATNESS,"",INSPIROWANIE WIELKOŚCI
SORCERER,"",ZAKLINACZ
Character traits,"",Cechy postaci
Unarmed|Strike|Damage,"",Obrażenia|z Ataku|bez Broni
Hair,"",Włosy
TRUE JUDGEMENT,"",PRAWDZIWY OSĄD
Total skill|ranks,"",Suma rang|umiejętności
GRAPPLE,"",ZWARCIE
"Weapons, Ammo","","Bronie, Pociski"
CHANGE SHAPE,"",ZMIANA KSZTAŁTU
KINGDOM SIZE,"",WIELKOŚĆ KRÓLESTWA
Slow Fall any distance,"",Powolny Upadek dowolna wysokośc
pp,"",sp
Specialist|Spell,"",Czar|Specjalisty
x 4,"",x 4
"Using any combination of|unarmed strikes and Monk|weapons: Kama, Nunchaku,|Quarterstaff, Sai, Shuriken,|Siangham","","Używa dowolnej kombinacji ataków|kończynami i brońmi Mnicha takimi|jak: Kama, Nunchaku,|Drąg, Sai, Shuriken,|Siangham"
Healing Points,"",Punkty Leczenia
Size Modifier|× 4,"",Modyfikator|z Rozmiaru ×4
Artillerist|Level,"",Poziomy|Artylerzysty
SAVING|THROWS,"",RZUTY|OBRONNE
"Use your base or animal score, whichever is higher","",Użyj większej z twojej zwierzęcej i podstawowej postaci
RAGE!,"",SZAŁ!
Can communicate with related animals.,"",Może porozumiewać się ze spokrewnionymi zwierzętami.
2d6,"",2k6
Diamond Body,"",Diamentowe Ciało
POWER LEVELS,"",POZIOMY MOCY
Summoned|Mount Today,"",Przyzwane|Wierzchowce Dziś
"Bonus to Initiative, Knowledge (geography), Perception, Stealth,Survival and Swim while in aquatic terrains.","","Premia do Inicjatywy, Wiedzy (geografia), Percepcji, Ukrywania się, Sztuki Przetrwania i Pływania w wodnych terenach"
Treat hands as weapons,"",Dłonie traktowane jako broń
INT - 8,"",INT - 8
Royal Enforcer,"",Królewski Egzekutor
Ability|Modifier,"",Modyfikator|z Atrybutu
RACIAL ABILITIES,"",ZDOLNOŚCI RASOWE
SOOTHING PERFORMANCE,"",KOJĄCA PIEŚŃ
Hit Dice,"",KW
Basic attributes,"",Bazowe Atrybuty
Cast spells in heavy armour with no risk of spell failure,"",Rzuca czary w ciężkiej zbroi bez ryzyka niepowodzenia
Deflection|Modifier,"",Modyfikator|z Odbicia
Modifier = (Ability Score - 10) ÷ 2,"",Modyfikator = (Wartość Atrybutu - 10) / 2
Ammo,"",Amunicja
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,"",-4 do inicjatywy; 20% szansy na chybienie|-4 do rzutów na Percepcje|automatycznie oblewa testy Percepcji oparte na dźwięku
KINGDOM|POPULATION,"",POPULACJA|KRÓLESTWA
Pick a class,"",Wybierz klasę
Concentration,"",Koncentracja
QUIVERING PALM,"",DRŻĄCA PIĘŚĆ
Ronin|Level,"",Poziomy|Ronina
Spring Attack,"",Atak z Doskoku
Able to take 10 on any skill,"",Może przyjąć 10 w teście dowolnej umiejętności
Observant,"",Spostrzegawczy
Elemental Fury ×3,"",Furia Żywiołów ×3
Don’t die until negative hp equals double your constitution score.,"","Nie umierasz, dopóki wartość twoich negatywnych pw nie równa się twojej podwojonej budowie."
Heal / Harm,"",Leczenie / Zadawanie Ran
Non-lethal,"",Stłuczenia
ATTACKS,"",ATAKI
3-LEVEL|BONUS,"",3-POZIOM|PREMIA
Percussion,"",Bębny
Unconscious,"",Nieprzytomny
Speed with Armour,"",Prędkość w Zbroi
Rage 5/day,"",Szał 5/dzień
WIS,"",RZT
POPULACE,"",LUDNOŚĆ
Rapid Shot,"",Szybki strzał
Treat unarmed attacks as magic weapons,"",Ataki bez broni są traktowane jak oręż magiczny
"If unrest is more than 10, abandon a hex","",Jeśli poziom zamieszek przekracza 10 tracisz hexa.
WIS - 8,"",RZT - 8
COMBAT,"",WALKA
ANIMAL COMPANION,"",ZWIERZĘCY TOWARZYSZ
KNOWN POWERS,"",ZNANE MOCE
Temp CMB,"",Tymczasowe PMB
Hit Die,"",KW
Ranks,"",Rangi
Barony,"",Baronia
d4 / d8,"",k4 / k8
POTIONS,"",MIKSTURY
METAMAGIC SPECIALIST,"",SPECJALISTA METAMAGII
Location,"",Lokacja
ANIMAL FORM,"",ZWIERZĘCA FORMA
Listen,"",Nasłuchiwanie
TAKE 10,"",PRZYJMIJ 10
Fly Speed,"",Prędkość Lotu
Improved Disarm,"",Doskonalsze Rozbrajanie
DC,"",ST
Knowledge: Psionics,"",Wiedza: Psionika
1 pt,"",1 ptk
Swim,"",Pływanie
Bard Level,"",Poziom Barda
+8 Strength  +8 Constitution  +4 Will  -2 AC,"",+8 Siły +8 Budowy +4 Woli -2 KP
Special Ammo,"",Specjalna Amunicja
BUILD A CHARACTER,"",SKONSTRUUJ POSTAĆ
Knowledge: The Planes,"",Wiedza: Plany
Base|Points,"",Bazowe|Punkty
LAY ON HANDS,"",NAKŁADANIE RĄK
2d8 / 4d8,"",2k8 / 4k8
Gate,"",Brama
Headband,"",Opaska
hp,"",pw
TAX,"",PODATEK
SKILL|RANKS,"",RANGI|UMIEJĘTNOŚCI
Single-minded,"",Jednomyślny
Reflex,"",Refleks
Diplomacy,"",Dyplomacja
Consult the book to see what increase you get to your|Base Attack Bonus and Saving Throws at this level.,"",Sprawdź w książce jakie są wartości twoich|Rzutów Obronnych i Podstawowej Premii do Ataku
"Equipment does not meld between Humanoid and|Hubrid forms, but does with Animal form.","","Ekwipunek nie wtapia się pomiędzy formą Humanoidalną|a Hybrydową, jedynie z formą Zwierzęcia"
Elemental Fury ×5,"",Furia Żywiołów ×5
Trained,"",Wyszkolona
Ring,"",Pierścień
SPELL|RANGE,"",ZASIĘG|CZARU
Tumble,"",Upadanie
Threat range,"",Obszar zagrożenia
COMBAT STYLE,"",STYL WALKI
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","",Obrażenia z podstępnego ataku można stosować gdy cel jest flankowany lub stracił premię ze ZR do KP.|W przypadku ataków dystansowych stosuje je się tylko w zasięgu 9m.|Nie ulegają zwiększeniu w wyniku uderzeń krytycznych.|Obrażenia powodują śmierć tylko w przypadku używania zabójczej broni.
TOTAL FUNDS,"",WSZYSTKIE FUNDUSZE
Sml / Lrg,"",Mały / Duży
Trap Sense +6,"",Wyszukiwanie Pułapek +6
Enemies are frightened and flee your performance,"",Przeciwnicy są przerażeni twoim występem i uciekają
Immune to all diseases,"",Odporny na wszystkie choroby
Special properties,"",Specjalne właściwości
4d8,"",4k8
Waist,"",Pas
Concept,"",Koncept
MANOEUVRES,"",MANEWRY
Bonus|Feats,"",Premiowe|Atuty
Unconcious,"",Nieprzytomny
Perception,"",Percepcja
Handle Animal,"",Postępowanie ze Zwierzętami
Class skills,"",Umiejętności Klasowe
Paladin Level,"",Poziom Paladyna
Improved Two-weapon Fighting,"",Doskonalsza Walka Dwoma Orężami
ORIGINS,"",KORZENIE
CLASS ABILITIES,"",ZDOLNOŚCI KLASOWE
"Racial,|Feats","","Rasowe,|Atuty"
+ 4 to all saving throws|+ 4 to AC,"",+4 do wszystkich rzutów obronnych|+4 do KP
Skill Ranks,"",Punkty Umiejętności
Class|Level,"",Poziom|Klasy
Deafening Critical,"",Ogłuszający Krytyk
"Traits are aspects of your background that can add depth to a character.|Ask your GM if you get to pick any traits, and if so how many.|A common allocation is:","","Cechy mogą dodać głębi twojej postaci.|Zapytaj MP czy masz wziąć jakieś cechy, a jeśli tak to ile.|Zazwyczaj są to:"
DORJES,"",DORDŻE
ATTRIBUTES,"",ATRYBUTY
Power,"",Moc
COMMAND DC,"",ST ROZKAZÓW
WANDS,"",RÓŻDŻKI
Fatigued,"",Zmęczony
Spell|Level,"",Poziom|Czaru
Resources,"",Zasoby
Sympathetic,"",Współczujący
Is this a favoured class?,"",Czu jest to ulubiona klasa?
PERFORMANCES,"",WYSTĘPY
Base Weapon,"",Podstawowa Broń
SPELL BOOK,"",KSIĘGA CZARÓW
WIS - 12,"",RZT - 12
Area,"",Obszar
Trap Sense +2,"",Wyszukiwanie Pułapek +2
MYSTERY,"",TAJEMNICE
Foes|Today,"",Wrogowie|Dzisiaj
Conditional Modifiers,"",Inne Modyfikatory
Duration,"",Czas
Light Wounds,"",Lekkie Rany
AURA OF FEAR,"",AURA STRACHU
Hero,"",Bohaterski
BUILDINGS,"",BUDYNKI
Ranger|Level,"",Poziom|Tropiciela
Effective|Character|Level,"",Efektywny|Poziom|Postaci
Critical Wounds,"",Krytyczne Rany
Critical Range,"",Zasięg Krytyka
45ft,"","13,5m"
Weapon Mastery,"",Mistrzostwo w Broni
Radius centred|on the Cleric,"",Obszar wokół|Kapłana
Focus,"",Skupienie
"Ask your GM how to create your basis scores. He might give you a|fixed array, ask you to roll dice, or use a point buy system.","","Zapytaj swojego MP jak wygenerować podstawowe statystyki. Może dać Ci|gotowe wartości, kazać rzucać kością lub użyć systemu punktowego."
Temp Speed,"",Tymczasowa Prędkość
POWER STONES,"",KAMIENIE MOCY
Artificer|Level,"",Poziomy|Wynalazcy
Granted Power,"",Zesłana Moc
Rogue|Level,"",Poziom|Łotrzyka
Swim Speed,"",Prędkosć Pływania
Channel Positive Energy,"",Kierunkowanie Pozytywnej Energii
Racial|bonus,"",Modyfikatory|rasowe
VERSATILE PERFORMANCE,"",WSZECHSTRONNY WYSTĘP
Mass Spell Level,"",Zbiorowy Poziom Czarów
NINJA,"",NINJA
Detect Good / Evil / Law / Chaos,"",Wykrycie Dobra / Zła / Prawa / Chaosu
Deflect Arrows,"",Odbijanie Strzał
MOVE THROUGH THREATENED SQUARE,"",RUCH PRZEZ ZAGROŻONY OBSZAR
Uses Today,"",Użycia Dzisiaj
FOCUSED SPECIALIST,"",SKUPIONY SPEJALISTA
ARMOUR TRAINING,"",SZKOLENIE W ZBROI
Comedy,"",Komedia
(ROGUE),"",(ŁOTRZYK)
Clothes / Body,"",Ubrania / Ciało
(Minimum 1),"",(Minimum 1)
d10 / 3d6,"",k10 / 3k6
Ready,"",Gotowy
or,"",lub
MELEE,"",ZWARCIE
"Place of origin, nationality, culture","","Pochodzenie, naród, kultura"
WIZARD,"",CZARODZIEJ
Treasury funds,"",Fundusze
SAVING THROW DC,"",ST RZUTU OBRONNEGO
Debts,"",Długi
KI WEAPONS,"",BRONIE KI
Likes,"",Upodobania
Dodge|Modifier,"",Premia|z Uników
"Bonus to Initiative, Climb, Knowledge (geography), Perception, Stealth and Survival while in mountain terrains.","","Premia do Inicjatywy, Wspinania się, Wiedzy (geografia), Percepcji, Ukrywania się i Sztuki Przetrwania w górskich terenach"
"One background trait, connected to your character’s origin","","Jedna cecha, związana z twoich pochodzeniem"
Greater Flurry,"",Potężniejszy Grad Ciosów
Use in place of Diplomacy to improve the attitude of an animal,"",Użyj zamiast Dyplomacji aby zyskać przychylność zwierzęcia
Ruler,"",Władca
Domain,"",Doemna
Smitings Today,"",Ugodzeń Dzisiaj
(cannot use metamagic),"",(nie może używać metamagii)
TURN / REBUKE UNDEAD,"",ODPĘDZANIE / KARCENIE NIEUMARŁYCH
Standard,"",Standardowa
Stunned,"",Oszołomiony
Temp AC,"",Tymczasowa KP
PALADIN,"",PALADYN
Fast|Movement,"",Szybkie|Poruszanie się
DC 25,"",ST 25
DIRGE OF DOOM,"",LAMENT ZAGŁADY
Monk Level|÷ 4,"",Poziom Mnicha|/ 4
Gather Information,"",Zbieranie Informacji
Burrow Speed,"",Prędkość Rycia
BONUS FEATS,"",ATUTY PREMIOWE
4ft,"","1,2m"
Multiplier,"",Mnożnik
BASE ATTACK & SAVING THROWS,"",BAZOWA PREMIA I RZUTY OBRONNE
+6 Strength  +6 Constitution  +3 Will  -2 AC,"",+6 Siły +6 Budowy +2 Woli -2 KP
Menacing Shot,"",Strzał Grozy
= ECL + 3,"",= EPP + 3
Height,"",Wzrost
Knowledge Today,"",Wiedza Dziś
