Original,Part of,Translation
RAGE!,RAGE! POWERS,PODERES
Seize the Moment,Seize the Moment    AoO when ally confirms critical hit,Aprovecha el momento
sq,"",c
2d8 / 4d8,"",2d8 / 4d8
All skills are considered class skills,"",Todas las habilidades se consideran cláseas
Bard|Level,"",Nivel de|Bardo
Exhausting Critical,"",Crítico agotador
Leads kingdom’s defences,"Leads kingdom’s defences - If vacant, -4 loyalty and -2 stability",Lidera las defensas del reino
"On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest","STABILITY   On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest","Con éxito, -1 al malestar o añade 1 pc; con fallo, +1 al malestar; Con fallo por +4, +d4 malestar"
1d3,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d3
BONUS,GOOD DAMAGE|BONUS,BONUS
BONUS,MELEE ATTACK|BONUS,MELEE
DIVINE BOND,"",VÍNCULO DIVINO
PER DAY,USES|PER DAY,AL DÍA
TAKE A CLASS LEVEL,"",ELIGE UN NIVEL DE CLASE
Victims|Today,"",Víctimas|Hoy
CHALLENGE,"",DESAFÍO
DC,WILL SAVE|DC,CD
Increased damage dice,Improved Natural Weapon    Increased damage dice,Dado de daño incrementado
LEVELS,"",NIVELES
per day,Rounds of confusion do not count|against your rounds of RAGE! per day,al día
Sixth Sense +6,"",Sexto Sentido +6
STUNNING FIST,STUNNING FIST|PER DAY,PUÑETAZO ATURDIDOR
Summon monster V,"",Convocar Monstruo V
"Ask your GM how to create your basis scores. He might give you a|fixed array, ask you to roll dice, or use a point buy system.","","Pregunta a tu GM como crear tus puntuaciones básicas. Puede darte un|conjunto fijado, hacerte tirar dados, o usar la compra de puntos."
"Diplomacy, Handle Animal","","Diplomacia, Trato con Animales"
DURATION,"",DURACIÓN
Extra attack if you hit,Cleave    Extra attack if you hit,Ataque extra si golpeas
Improved Cleaving Finish,Improved Cleaving Finish    Any number per round,Hendedura final Mejorada
+2 WIS,+2 WIS and -2 CHA in all three forms.,+2 SAB
FORT,"",FORT
Hit Die,"",Dado de Golpe
unrest at upkeep and no bonus from festivals,"Ensures the will of the people - If vacant, -2 loyalty +1 unrest at upkeep and no bonus from festivals",malestar en el mantenimiento y sin bonus de festivales
8d8,1d10 ? 2d8 ? 3d8 ? 4d8 ? 6d8 ? 8d8 ? 12d8,8d8
BONUS,WILD EMPATHY|BONUS,BON DE
Maximum,Maximum +5,Máximo
Precise Strike,Precise Strike    When flanking,Golpe Preciso
TAKE 10,"",TOMA 10
Weapon type,"",Tipo de Arma
LAWFUL,"",LEGAL
Medium Load,"",Carga Media
Medusa’s Wrath,"",Ira de la Medusa
TODAY,RAGE|TODAY,HOY
TRAPS,TRAPS|PER DAY,TRAMPAS
AC,+2 shield bonus to AC and CMD while stationary,CA
ARMOUR,"",ARMADURA
BONUS,BONUS|DURATION,BONUS
loyalty,-1 loyalty,lealtad
Loyalty,Good: +2 Loyalty,Lealtad
Use in place of Diplomacy to improve the attitude of an animal,"",Usar en lugar de Diplomacia para mejorar la actitud de un animal
BASE ATTACK,"",ATAQUE BASE
"Bluff, Diplomacy","","Diplomacia, Engañar"
"Change shape as a full-round action,|given a fortitude save:","","Cambia forma como acción de asalto completo,|dada una Salv. Fortaleza:"
DC,"",CD
DURATION|PER DAY,"",DURACIÓN|AL DÍA
RAGE,RAGE  DURATION|PER DAY,FURIA
TRAP SENSE,TRAP SENSE|REFLEX BONUS,BONUS REFLEJOS
IMTIMIDATE,IMTIMIDATE|BONUS,INTIMIDAR
WILD EMPATHY,WILD EMPATHY|BONUS,EMPATÍA SALVAJE
Acid,"Declare an elemental damage type before making an attack:|Acid, Cold, Electricity or Fire",Ácido
Base|Value,"",Valor|Base
bonus to,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",bonus a
Combat Reflexes,"",Reflejos de Combate
Ignore damage reduction.,"",Ignora reducción de daño.
KNOWLEDGE: SPIRITS,"",SABER: ESPÍRITUS
Temp AC,"",CA Temp
AC,TOUCH AC,TOQUE
ft,10 ft  2 sq,ft
Leads kingdom’s defences,"Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability",Lidera las defensas del Reino
Moderate Wounds,"",Heridas Moderadas
No action this round|Lose DEX bonus to AC; -2 AC,"",Sin acción este turno|Pierde bonus Des a CA; -2 CA
Temp|Modifier,"",Modif|Temporal
Uses|Today,"",Usos|Hoy
+8bp,"+4 loyalty, +8bp consumption",+8bp
HIT POINTS,HEALING|HIT POINTS,PUNTOS GOLPE
Total Weight,"",Peso Total
Two-weapon Rend,"",Desgarrar con dos armas
BONUS,EXPERTISE|BONUS,BONUS
Cast spells in medium armour with no risk of spell failure,"",Lanza conjuros con armadura intermedia sin riesgo de fallo arcano
COMBAT MANEUVRE,COMBAT MANEUVRE|BONUS,BONUS MANIOBRA
Improved Grapple,"",Presa Mejorada
2 ki points,Heal somebody else’s wounds - 2 ki points,2 puntos ki
2d6,1d2 ? 1d3 ? 1d4 ? 1d6 ? 1d8 ? 2d6 ? 3d6 ? 4d6 ? 6d6 ? 8d6 ? 12d6,2d6
2d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,2d8
Bards can wear light armour without risking|spell failure.,"",Bardos pueden llevar armadura ligera sin|incurrir en fallo de conjuro.
BONUS,INTIMIDATE|BONUS,BONUS
"– May also take any role for colony, with 1 less benefit","Ruler of a colony or vassal state – May also take any role for colony, with 1 less benefit","- Puede tener cualquier rol para colonia, con 1 beneficio menos"
Armour|Check|Penalty,"",Penalización|Prueba|Armadura
Claim and abandon hexes,HEXES    Claim and abandon hexes,Reclamar y abandonar hexágonos
Level|Penalty,"",Penal.|Nivel
Monk|Level,"",Nivel de|Monje
No damage penalty,Double Slice    No damage penalty,Sin penal. al daño
Overwhelming,"",Abrumador
stability,"Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability",estabilidad
Times|Today,"",Veces|Hoy
Low-light Vision,Low-light Vision| • Can see twice as far as normal in dim light| • Can see outdoors on a moonlit night as clearly as during the day| • Low-light vision is colour vision,Visión en la penumbra
"Make a single attack that bypasses shields, armour and natural armour","Pinpoint Targeting    Make a single attack that bypasses shields, armour and natural armour","Hace un solo ataque que ignora escudos, armadura y armadura natural"
– May rule if the Ruler is absent. but must pass loyalty check or,"Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest","- Puede regir si el Regente está ausente, pero debe superar una prueba de lealtad o"
"- If vacant,","Intelligence - If vacant, -4 economy and +1 unrest at upkeep","- Si está vacío, "
Buildings,"",EDIFICIOS
FORTITUDE,FORTITUDE|DC,CD
Kingdom,"",Reino
PER DAY,TOUCH OF|SERENITY|PER DAY,AL DÍA
Shoulders,"",Hombros
WILL|SAVE,WILL|SAVE|BONUS,SALV|VOL
6d8,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,6d8
Animal,"",Animal
CHA,"",CAR
Heir,"",Heredero
Improved,"",Mejorado
INT - 8,"",INT - 8
Spell immunity,"",Inmunidad a conjuros
TATTOOS,"",TATUAJES
CMB,"If target charged, gain +2 on CMB and +2 to the save DC",BMC
Ignore the cover bonus to,Ignore the cover bonus to AC of targets partially immersed in water,Ignora el bonus de cobertura a
CLASS,ARMOUR CLASS,ARMADURA
"Use this DC for Splash reflex saves,|Discovery fortitude saves etc.","","Usa esta CD para salv de reflejo por Salpicadura,|Salv de fortaleza de descubrimientos, etc."
"– If vacant,","Enforce rural justice – If vacant, -4 economy","- Si vacante,"
• Nauseated,"",• Mareado
/  Region,"",/  Región
AC,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",CA
Acrobatics,"",Acrobacias
"Bonus to Initiative, Knowledge (geography), Perception, Stealth,Survival and Swim while in aquatic terrains.","","Bonus a Iniciativa, Saber (geografía), Percepción, Sigilo, Supervivencia y Nadar cuanto está en terrenos acuáticos."
Increased critical range and always confirm critical hits,Weapon Mastery    Increased critical range and always confirm critical hits,Incrementa rango crítico y siempre confirma críticos
1 ki point,Grant bonus to an ally - 1 ki point,1 punto ki
ARMOUR CLASS,"",CLASE DE ARMADURA
BUFFS & TEAMWORK,SUBTOTAL BUFFS & TEAMWORK,VENTAJAS & TRABAJO EN EQUIPO
STA,"",STA
Summon monster IX,"",Convocar Monstruo X
Critical,"",Crítico
Modifier,"",Modificador
Silver,"",plata
Smiting,"",Castigar
APPEARANCE,"",APARIENCIA
Enlarge Spell,Enlarge Spell  +1,Ampliar conjuro
"If this is your character’s your first level, or the first level you’re taking|in a new class, think carefully about choosing an archetype,|as well as any irrevocable choices such as “path”, “combat style” etc..","","Si este es el primer nivel de tu personaje, o el primer nivel que tomas|en una nueva clase, piensa con cuidado sobre elegir un arquetipo,|así como cualquier otra decisión irrevocable como un ""camino"", ""estilo de combate"", etc."
consumption,"+1 stability, +1bp consumption",consumo
consumption,"+2 stability, +2bp consumption",consumo
Perception,"",Percepción
4000gp in trade goods and treasure nets 1bp,DEPOSIT    4000gp in trade goods and treasure nets 1bp,4000po en bienes de consumo y tesorería y gana 1 bp
Debit,"",Débito
"If unrest is more than 10, abandon a hex","","Si el malestar es mayor que 10, abandona el hexágono"
Lose,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",Pierde
Point Blank Shot,"",Disparo a bocajarro
"– If vacant,","Liases with the people – If vacant, -2 loyalty, +1 unrest at upkeep and no bonus from festivals","- Si vacante,"
+30 ft,Fast Movement +30 ft,+30 ft
Animal Companion’s Name,"",Nombre del Compañero Animal
Buff,"",Ventaja
Events,"",Eventos
Nerf,"",Desventaja
STR,"Make unarmed strikes with any free limb|Flurry of blows uses full STR bonus, even with off hand",FUE
• Panicked,"",• Despavorido
"FEATS, TRAITS AND|SPECIAL ABILITIES","","DOTES, RASGOS Y|APTITUDES ESPECIALES"
Greater Weapon Focus,"",Soltura mayor con arma
unrest,"Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest",malestar
AC,Natural armour bonus to AC|(does not stack with natural armour),CA
Bonus to,Bonus to AC that applies only to|critical hit confirmation rolls,Bonus a
FIGHTER,"",GUERRERO
Leadership,"",Liderazgo
PER DAY,PERFECT STRIKE|PER DAY,AL DÍA
TODAY,TOUCH OF|SERENITY|TODAY,HOY
Adjust kingdom rolls,ASSIGN LEADERSHIP    Adjust kingdom rolls,Ajusta las pruebas del reino
Coup de grace,"",Golpe de gracia
DURATION,SCENT ABIILITY|DURATION,DURACIÓN
HIT|DICE,"",DADOS|GOLPE
Trap Sense +2,"",Sentido de las Trampas +2
Back to Back,Back to Back    +2 to AC against flanking,Espalda con Espalda
BONUS,CROWD BONUS,BONUS
BONUS,WISDOM|CHECK BONUS,BONUS
CONTAINER,"",CONTENEDOR
SPEED,"",VELOCIDAD
Standard,"",Estandar
Use Magical Device,"",Usar Objeto Mágico
– May rule if the Ruler is absent. but must pass loyalty check or,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,"- Puede regir si el Regidor está ausente, pero debe supere prueba lealtad o"
• Can see twice as far as normal in dim light| • Can see outdoors on a moonlit night as clearly as during the day| • Low-light vision is colour vision,Low-light Vision| • Can see twice as far as normal in dim light| • Can see outdoors on a moonlit night as clearly as during the day| • Low-light vision is colour vision,• Puede ver el doble de lejos que en luz ténue|• Puede ver en el exterior con luna como si fuera de día|• Visión en la penumbra permite ver colores
economy,"Guides higher learning and magic – If vacant, -4 economy",economía
EFFECTIVE|CHARACTER LEVEL,"",NIVEL EFECTIVO|PERSONAJE
METAMAGIC,"",METAMÁGICO
Total skill|ranks,"",Rangos de habilidad|totales
Challenged target suffers -2 penalty to AC against|any target other than you.,"",Objetivos desafiados sufren -2 penal. a CA contra|cualquier objetivo distinto a ti.
Cities,"",Ciudades
Deflect Arrows,"",Desviar flechas
Festivals,"",FESTIVALES
PER DAY,RAGE  DURATION|PER DAY,AL DÍA
Dislikes,"",Aversiones
DR 5/— when wearing armour or using a shield,"",RD 5/- cuando usa armadura o escudo
of targets partially immersed in water,Ignore the cover bonus to AC of targets partially immersed in water,de objetivos parcialmente inmersos en agua
Temp|Score,"",Punt|Temp.
Age,"",Edad
Range:,"",Alcance:
SMITE GOOD,"",CASTOGAR EL BIEN
Stealth,"",Sigilo
CHOICES,"",ELECCIONES
CUNNING INITIATIVE,"",INICIATIVA ASTUTA
WILL SAVE DC,"",CD SALV VOL
1d6,"",1d6
Bleeding Critical,"",Crítico sangrante
Concentration,"",Concentración
Greater Two-weapon Fighting,Greater Two-weapon Fighting    Third attack with your off-hand weapon,Combate con dos armas mayor
PER DAY,TAKE 20 PER DAY,AL DÍA
SPECIAL ABILITIES,"",APTITUDES ESPECIALES
Acrobatics DC = 5 + Opponent’s,Acrobatics DC = 5 + Opponent’s CMD,CD Acrobacias = 5 + DMC del oponente
CMB,Bonus to CMB and CMD for overrun manoeuvres;|reflex saves against trample attacks;|AC against charge attacks;|attack and damage against charging creatures,BMC
Greater Weapon Specialisation,"",Especialización mayor con un arma
SAVES,"",SALVACIONES
DAMAGE,DISRUPTION|DAMAGE,DAÑO
Half-elf,"",Semielfo
"If successful, you blend into the crowd","","Si tienes éxito, te mezclas con la multitud"
consumption,"+3 stability, +4bp consumption",consumo
KNOWN SPELLS,"",CONJUROS CONOCIDOS
Recover all hit points with 8 hours rest,"",Recobra todos los puntos de golpe con descanso durante 8 horas
DC,DC BONUS,CD
DISCERN LIES,"",DISCERNIR MENTIRAS
MELEE ATTACK,MELEE ATTACK|BONUS,BONUS ATAQUE
minimum 1),(WIS minimum 1),mínimo 1)
"skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","habilidades, Percepción opuestas|50% de fallo cuando atacas|CD 10 Acrobacias para mover mas de vel. Media"
STERN GAZE,"",MIRADA SEVERA
"economy,","+2 economy, -2 loyalty","economía,"
FORTITUDE DC,MASTER STRIKE|FORTITUDE DC,GOLPE MAESTRO
Impaling Critical,"",Crítico Empalador
Linguistics,"",Idiomas
STABILITY,"STABILITY   On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest",ESTABILIDAD
BONUS,DEFLECTION|BONUS,DEFLECCIÓN
BONUS,MAX ARMOUR|DEX BONUS,ARMADURA
Shield AC,"",CA Escudo
Valuables,"",Valiosos
Ability|Score,"",Puntuación de|Característica
Ally’s attack allows you to take,Pack Attack    Ally’s attack allows you to take 5ft step,Los ataques del aliado te permiten hacer
Charge attack,"",Ataque de Carga
Charisma,"",Carisma
consumption,"+4 loyalty, +8bp consumption",consumo
HEALING,HEALING|HIT POINTS,CURACIÓN
MUTAGENS,"",MUTÁGENOS
Take -2 penalty to AC against any enemy except challenged target,"","Sufres -2 penal. a CA contra cualquier enemigo, excepto el objetivo desafiado"
(WIS minimum 1),"",(SAB mínimo 1)
CMB,Coordinated Manoeuvres    +2 to CMB,BMC
Furious Focus,Furious Focus    Ignore power attack penalty for first attack,Concentración Furiosa
AC,Charge  -2 to AC for the rest of the round,CA
to,Coordinated Manoeuvres    +2 to CMB,a
"Begin or switch a bardic performance as a move action,|rather than as a standard action.","","Empieza o cambia una canción de bardo como acción|de movimiento, en vez de una acción estándar."
KNOWLEDGE,KNOWLEDGE BONUS,BONUS
KNOWLEDGE,KNOWLEDGE |BONUS,SABER
10/chaotic,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,10/Caótico
bp,"",bp
DC,DC 20,CD
HIGH JUMP,"",GRAN SALTO
KNOWN,RAGE! POWERS |KNOWN,FURIA!
PER DAY,FEAT SHARING|PER DAY,AL DÍA
QUIVERING PALM,"",Palma Temblorosa
"Roll a hit die (unless this is your first level, in which case you get the|maximum you could have rolled) and add your constitution modifier.","","Tira un dado de golpe (excepto si es tu primer nivel, en ese caso obtiene el|máximo que pudieras obtener) y añade to modif. CON"
with Armour,"",con Armadura
• Dazzled,"",• Deslumbrado
3d8,"",3d8
AoO when ally confirms critical hit,Seize the Moment    AoO when ally confirms critical hit,AdO cuando un aliado confirma un crítico
BONUS,MELEE DAMAGE|BONUS,BONUS
Broken Wing Gambit,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Fingir Debilidad
cp,"",pc
"Ranger bonus feats can be taken without the normal pre-requisites,|but only apply when not wearing heavy armour.","","Las dotes adicionales de explorador pueden ser tomadas sin los prerrequisitos|normales, pero sólo se aplican cuando no se lleva armadura pesada"
Slow Fall,Slow Fall 50 ft,Caída lentificada
8ft,"",8ft
Apply two critical effects at once,Critical Mastery    Apply two critical effects at once,Aplica dos efectos críticos a la vez
BONUS,INITIATIVE|BONUS,INICIATIVA
BONUS,MORALE|BONUS,MORAL
BONUS,SAILOR’S BONUS,BONUS
die,"",dado
FEAT SHARING,FEAT SHARING|DURATION,COMPARTIR DOTES
TODAY,STUNNING FIST|TODAY,HOY
Unarmed Strike,"",Impacto sin Arma
Base|Attack,"",Ataque|Base
Components / Focus,"",Componentes / Foco
economy,"Enforce rural justice – If vacant, -4 economy",economía
Greater Two-weapon Fighting,"",Combate con dos armas mayor
Temp|Bonus,"",Bonus|Temp
AQUATIC DRUID,"",DRUÍDA ACUÁTICO
BOMBS|PER DAY,"",BOMBAS|AL DÍA
PER DAY,BANE|PER DAY,AL DÍA
rks,"",rangos
WELL-VERSED,"",VERSADO
"Bonus to Climb, Knowledge (geography), Perception, Stealthand Survival while in jungle terrains.","","Bonus a Trepar, Saber (geografía), Percepción, Sigilo y Supervivencia en junglas."
CLOSE RANGE,"",CORTO ALCANCE
gp,"",po
1 ki point,+20 to jump checks - 1 ki point,1 punto ki
1d6,Drunken Strength 1d6,1d6
Sickening Critical,"",Crítico nauseabundo
+1bp,"+1 loyalty, +1bp consumption",+1bp
BONUS,NATURAL TOUGHNESS|BONUS,BONUS
PER DAY,BOMBS|PER DAY,AL DÍA
+2 to confirm critical hits with selected weapon,"",+2 para confimar críticos con el arma seleccionada
4d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,4d6
Dexterity,"",Destreza
Kingdom’s|Income,"",Ingresos|del Reino
Power Points used today,"",Puntos Poder usados hoy
Tongue of the Sun and Moon,Tongue of the Sun and Moon|Speak with any living creature,Lengua del Sol y la Luna
Use,Use WIS instead of DEX for attacks with a bow,Usa
Cause enemies within 30ft to become shaken,"",Causa que enemigos a 30' queden estremecidos
d6 +,"",d6 +
CORRUPTION,CORRUPTION|HIT POINTS,CORRUPCIÓN
Druid|Level,"",Nivel de|Druida
"If target charged, gain +2 on","If target charged, gain +2 on CMB and +2 to the save DC","Si el objetivo ha cargado, gana +2 a"
AC,"As a swift action, make a wisdom check (above). If successful, gain +2 to attack |until the end of your turn, and ignore damage reduction and hardness.|Alternatively, add half your level to Sense Motive, Reflex saves and a dodge bonus to AC until your next turn.",CA
CHANNEL ENERGY,"",CANALIZAR ENERGÍA
d4 / d8,"",d4 / d8
+2 to any one ability score,"",+2 a una puntuación característica
"Acrobatics, Fly","","Acrobacias, Volar"
Advanced Talent,"",Talento Avanzado
and,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",y
Don’t provoke AoO when adjacent to an ally,Escape Route    Don’t provoke AoO when adjacent to an ally,No provoca AdO cuando está adyacente a un aliado
Cast any spell from the Wizard spell list,"",Lanza cualquier conjuro de la lista de conjuros de Mago
DAMAGE,DAMAGE|BONUS,BONUS
Physical Resistance,Physical Resistance -4,Resistencia Física
WIZARD,"",MAGO
+4 when using Wild Empathy with your totem creature,"",+4 usando Empatía Salvaje con tu criatura totem
Apply a critical effect to the,Sneaking Precision    Apply a critical effect to the,Aplicas un efecto crítico al
"Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check","WITHDRAW    Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check","Gana 2000po por bp. Incrementa malestar en 1, y haz prueba de Lealtad"
KI POOL,"",RESERVA KI
Non-lethal,"",No Letal
CMD,"+2 insight to AC and CMD|+4 to Sense Motive, Stealth, Perception",BMC
OR,SPELLBANE OR CURSEBREAKER|PER DAY,O
SPELL|RANGE,"",ALCANCE|CONJURO
Temp Damage,"",Daño Temporal
(MONK),"",(MONJE)
Ignore a construct’s hardness.,"",Ignora la dureza de un constructo.
Knowledge - INT|Profession - WIS,"",Saber – INT|Profesión – SAB
Neck / Throat,"",Cuello / Garganta
ORACLE,"",ORÁCULO
ROLL,ENERGY|ROLL,ENERGÍA
Sixth Sense +5,"",Sexto Sentido +5
and,Bonus to CMB and CMD for your|chosen combat manoeuvres,y
Damage Reduction 3/,Damage Reduction 3/?,Reducción Daño 3/
Improved Feint Partner,"Improved Feint Partner    When ally feints, gain AoO",Compañero de finta mejorado
SCHOOL,SPECIALITY SCHOOL,ESPECIALIDAD
sp,"",pp
1 ki point,Enhance weapon - 1 ki point per enhancement,1 punto ki
"Bluff, Disguise","","Disfrazarse, Engañar"
Fire,"",Fuego
Full|Moon,"",Luna|Llena
Natural Armour|Bonus,"",Bon de Armadura|Natural
or,"Declare an elemental damage type before making an attack:|Acid, Cold, Electricity or Fire",o
"Place of origin, nationality, culture","","Lugar de origen, nacionalidad, cultura"
Scorpion Style,"",Estilo del escorpión
Settlement name,"",Nombre Asentamiento
1d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d6
BONUS,COMBAT|MANEUVRE|BONUS,COMBATE
CONSUMPTION,CONSUMPTION|PER MONTH,CONSUMO
Guides religious worship,"Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",Guía la devoción religiosa
MALE,"",HOMBRE
Summon monster VII,"",Convocar Monstruo VII
and +2 to the save DC,"If target used Power Attack, +2 on CMB and +2 to the save DC",y +2 a la CD de Salv.
PARTY INVENTORY,"",EQUIPO DE GRUPO
RAGE!,RAGE! CONVERSION,FURIA!
Sleight of Hand,"",Juego de Manos
"- If vacant,","Leads kingdom’s defences - If vacant, -4 loyalty and -2 stability","- Si está vacío, "
3-Level|Bonus × 2,"",3-Nivel|Bonus x 2
FAVOURED ENEMY BONUS,"",BON DE ENEMIGO PREDILECTO
Take ally’s result on reflex save,Duck and Cover    Take ally’s result on reflex save,Usa el resultado de la Salv. Ref. del aliado
PER DAY,ENHANCE HEALING|PER DAY,AL DÍA
USES,USES PER DAY,USOS
Zen Archery,"",Arquería Zen
60 ft,"",60 ft
Fortitude,"",Fortaleza
Improved Back to Back,Improved Back to Back    +2 to ally’s AC,Espalda con Espalda Mejorado
Magister,"",Magister
3/silver,"",3/plata
Any number of extra attacks per round,Great Cleave    Any number of extra attacks per round,Cualquier número de ataques extra por asalto
COUNTERSONG,"",CONTRAODA
"If multiclassing, remember to add up the values from all your classes.","","En multiclase, recuerda sumar los valores de todas tus clases."
to ignore 10ft of falling damage,"",ignorar 10ft de daño de caída
AC,Bonus to CMB and CMD for overrun manoeuvres;|reflex saves against trample attacks;|AC against charge attacks;|attack and damage against charging creatures,CA
BANE,"",PERDICIÓN
Bonus|Feats,"",Dotes|Adicionales
Conditional Modifiers,"",Mod Condicionales
Hat / Mask,"",Sombrero / Máscara
Misc,"",Misc
TOUCH,TOUCH AC,CA
• Exhasted,"",• Exhausto
BANE,BANE|PER DAY,PERDICIÓN
BOMBS,BOMBS|PER DAY,BOMBAS
"Bonus to Initiative, Knowledge (geography), Perception, Stealthand Survival while in aquatic terrains.","","Bonus a Iniciativa, Saber (geografía), Percepción, Sigilo y Supervivencia en terrenos acuáticos."
Controlled Rage,"",Furia Controlada
DURATION,DURATION|PER DAY,DURACIÓN
Extract|Save DC,"",CD Salv|de Extractos
High Priest,"",Gran Sacerdote
Level|Adjustment,"",Ajuste de|Nivel
Morale|Bonus,"",Bon de|Moral
RANGER,"",EXPLORADOR
SAVING|THROW DC,"",SALV CD DE LANZAMIENTO
TRAITS,"",RASGOS
2 ki points,Heal your own wounds - 2 ki points,2 puntos ki
Extra damage dice,Vital Strike    Extra damage dice,Dado de daño extra
Spell|Save DC,"",CD Salv|de Conjuros
Bleeding Wound,"Bleeding Wound    Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage",Herida Sangrante
CMB,"Add WIS to CMB, once a round",BMC
Improved|Evasion,"",Evasión|Mejorada
Suggest actions to one already fascinated creature,"",Sugiere acciones a una criatura ya fascinada
"- If vacant,","Guides religion - If vacant, -2 loyalty and stability and +1 unrest at upkeep","- Si está vacío, "
20 ft,Slow Fall 20 ft,20 ft
Marshal,"",Alguacil
Take your first level,"",Elije tu primer nivel
• Fascinated,"",• Fascinado
5-LEVEL|BONUS,"",5-Nivel|Bonus
AC,"Mounted Shield    Add your shield bonus to mount’s AC, and to Mounted Combat",CA
to,Coordinated Defence    +2 to CMD,a
Ammo,"",Munición
+ Size|  diff x4,"",+ Tamaño|  dif x 4
Abundant step,"",Paso abundante
CURE / INFLICT,"",CURAR / INFLIGIR
Handle Animal|Bonus,"",Bonus|Trato Animales
Keyboard|Instruments,"",Instrumentos|de Teclado
TODAY,PERFECT STRIKE|TODAY,HOY
Treat unarmed attacks as magic weapons,"",Trata ataques sin arma como armas mágicas
(which grants,(which grants +24 to Acrobatics),(concede
ARMOUR,ARMOUR CLASS,CLASE
Base attack bonus and saving throws,"",Bonus de ataque base y pruebas salvación
Capacity,"",Capacidad
"Fill in the class’s hit die, skill ranks per level, and class skills","","Rellena los dados golpe de clase, rangos habilidad por nivel, y habilidades de clase"
Make one additional attack when making a full attack,"",Haz un ataque adicional cuando haces un ataque completo
School,"",Escuela
FOES,FOES|PER DAY,ENEMIGOS
MOVE THROUGH THREATENED SQUARE,"",MUEVE A TRAVÉS CASILLA AMENAZADA
RAGE,RAGE POWERS |KNOWN,FURIA
STABILITY,"",ESTABILIDAD
TEAMWORK,TEAMWORK|FEATS,DOTES TRABAJO
Trained,"",Entrenada
USES,USES|PER DAY,USOS
Your weapon and armour proficiencies,"",Tus competencias con armas y armaduras
DEFENCE,"",DEFENSA
Delayed death,"",Muerte Retrasada
EVOLUTION,EVOLUTION|POOL,EVOLUCIÓN
SUMMONER|LEVEL,"",NIVEL|CONJURADOR
Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw,"",Contrarresta efectos mágicos que dependan de la vista.|Aliados a 30' usan la tirada de Interpretar en lugar de una tirada de salvación.
Critical Mastery,Critical Mastery    Apply two critical effects at once,Maestría con los críticos
DEADLY PERFORMANCE,"",CANCIÓN MORTAL
Grant bonus to an ally -,Grant bonus to an ally - 1 ki point,Conceder bonus a un aliado -
Motivations,"",Motivaciones
"When ally feints, enemy loses","Feint Partner    When ally feints, enemy loses DEX bonus to AC","Cuando el aliado finta, el enemigo pierde "
Blinded,"",Cegado
Cost:,Cost: 1 pt per extra range increment,Coste:
NATURAL LYCANTHROPE,"",LICÁNTROPO NATURAL
"No longer age, cannot be magically aged","Timeless Body|No longer age, cannot be magically aged","No envejece, no puede envejecer mágicamente"
Employer,"",Empleador
Half of Ranger’s|Favoured Enemy|bonus granted to|allies within,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,Mitad del bonus|de Enemigo Predilecto|del Explorador concedido|a aliados dentro
Saving|Throw|Bonus,"",Bonus|Tiros|Salv.
