Original,Part of,Translation
Basic attributes,"",Attributi Base
Blast lock or|Shoot unattended object or |Stop bleeding,"",Distrugge una serratura o|Sposta oggetti incustoditi o|termina sanguinamento
Bleed damage equal to,"Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage",Danno da sanguinamento pari a
DEX,"Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage",DES
"Alternatively, 1 pt Strength, Dexterity or Constitution damage","Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","Oppure 1 danno a Forza, Destrezza o Costituzione"
Bleeding Critical,"",Critico Sanguinante
Bleeding Wound,"",Ferita Sanguinante
Bleeding Wound,"Bleeding Wound    Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage",Ferita Sanguinante
"Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","Bleeding Wound    Bleed damage equal to DEXAlternatively, 1 pt Strength, Dexterity or Constitution damage","Danno da sanguinamento pari a DES Oppure 1 danno a Forza, Destrezza o Costituzione"
Blinding Critical,"",Critico Accecante
Bond Senses,"",Sensi del Legame
Bonus in combat against the|target of the challenge:,"",Bonus in combattimento|contro il bersaglio della Sfida
Bonus to saves against charm|and compulsion effects.,"",Bonus ai TS contro|charme e compulsione
all your ki points,Bring a target back to life - all your ki points,tutti i tuoi punti ki
Broken Wing Gambit,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Fingere debolezza
Grant,"Broken Wing Gambit    Grant +2/+2, get attack of opportunity",Conferisce
", get attack of opportunity","Broken Wing Gambit    Grant +2/+2, get attack of opportunity",", si ottiene attacco di opportunità"
Burrow,"",Scavare
Burrow Speed,"",Velocità di Scavare
CAVALIER,"",CAVALIERE
CAVALIER ORDER — CHALLENGE ABILITY,"",ORDINE CAVALLERESCO - ABILITÀ di SFIDA
CHANGE SHAPE,"",MUTA FORMA
CHOSEN DESTINY,"",DESTINO PRESCELTO
CITY,"",CITTA'
CLASS ABILITIES,"",ABILITA' DI CLASSE
CODE OF HONOUR,"",CODICE D'ONORE
COMBAT|MANEUVRE,COMBAT|MANEUVRE|BONUS,BONUS|MANOVRE in
BONUS,COMBAT|MANEUVRE|BONUS,COMBATTIMENTO
COMBAT|MANEUVRE,COMBAT|MANEUVRE|DEFENCE,DIFESA|MANOVRE in
DEFENCE,COMBAT|MANEUVRE|DEFENCE,COMBATTIMENTO
CRIT,"",CRIT
CRITICAL,CRITICAL EFFECTS,EFFETTI
EFFECTS,CRITICAL EFFECTS,sul CRITC.
CUNNING INITIATIVE,"",INIZIATIVA ASTUTA
ENHANCEMENT,CURRENT WEAPON|ENHANCEMENT,POTENZIAMENTO
CURRENT,CURRENT|FEATS,TALENTI
FEATS,CURRENT|FEATS,ATTUALI
CURSE,"",MALEDIZIONE
Capacity,"",Capacità
Caster Levels,"",Liv. da Incantatore
Casting time,"",Tempo di Lancio
Casting|Stat,"",Caratteristica|Principale
Cavalry Formation,"Cavalry Formation    Share space, charge through allied mount",Formazione di Cavalleria
"Share space, charge through allied mount","Cavalry Formation    Share space, charge through allied mount","Condvdre spazio, caricare atrvrso cavlctre alleate"
Charge,Charge  -2 to AC for the rest of the round,Carica
to,Charge  -2 to AC for the rest of the round,alla
AC,Charge  -2 to AC for the rest of the round,CA
for the rest of the round,Charge  -2 to AC for the rest of the round,per il resto del round
Charisma,"",Carisma
Charisma|Penalty,"",Penalità|Carisma
Cheat Death,"",Truffare la Morte
Cheat Death,Cheat Death    Restore hp equal to all remaining grit,Truffare la Morte
Restore hp equal to all remaining grit,Cheat Death    Restore hp equal to all remaining grit,Rimane a 1 pf invece che andare a 0 o meno
Cleave,Cleave    Extra attack if you hit,Incalzare
Extra attack if you hit,Cleave    Extra attack if you hit,Attacco extra se si colpisce
Cleaving Finish,Cleaving Finish    Extra attack if enemy is knocked out,Incalzare Terminale
Extra attack if enemy is knocked out,Cleaving Finish    Extra attack if enemy is knocked out,Attacco extra se il bersaglio è fuori combattimento
Components,"",Componenti
Components / Focus,"",Componenti / Focus
Constitution,"",Costituzione
Constitution|Bonus,"",Bonus|Costituzione
Coordinated Charge,Coordinated Charge    Charge the same foe as an ally,Carica Coordinata
Charge the same foe as an ally,Coordinated Charge    Charge the same foe as an ally,Carica lo stesso nemico caricato da un alleato
Coordinated Defence,Coordinated Defence    +2 to CMD,Difesa Coordinata
to,Coordinated Defence    +2 to CMD,a
CMD,Coordinated Defence    +2 to CMD,DMC
Coordinated Manoeuvres,Coordinated Manoeuvres    +2 to CMB,Manovre Coordinate
to,Coordinated Manoeuvres    +2 to CMB,a
CMB,Coordinated Manoeuvres    +2 to CMB,BMC
Cost:,Cost: 1 pt per extra range increment,Costo:
1 pt per extra range increment,Cost: 1 pt per extra range increment,1 punto per ogni incremento di gittata
Crippling Critical,"",Critico Menomante
Critical Focus,"",Critico Focalizzato
Critical Mastery,Critical Mastery    Apply two critical effects at once,Critico Prodigioso
Apply two critical effects at once,Critical Mastery    Apply two critical effects at once,Si applicano due effetti di critico insieme
DC 10,"",CD 10
DC 20,"",CD 20
DC 25,"",CD 25
DEEDS,"",GESTA
DISCERN LIES,DISCERN LIES|PER DAY,RIVELA BUGIE
PER DAY,DISCERN LIES|PER DAY,al GIORNO
DMG,"",DANNI
DR 5/— when wearing armour or using a shield,"",DR 5/—  indossando un armtura o usando un scudo
Damage|Bonus,"",Danno|Bonus
Daring acts,"",Azione Audace
Dead Shot,"",Colpo Letale
Dead Shot,"Dead Shot    Roll all attacks, additional hits add dice",Colpo Letale
"Roll all attacks, additional hits add dice","Dead Shot    Roll all attacks, additional hits add dice","Tira tutti gli attacchi, dadi per il danno addizionali"
Deadeye,Deadeye    Use touch AC beyond first range increment,Occhio Letale
Use touch AC beyond first range increment,Deadeye    Use touch AC beyond first range increment,Usa CA a contatto oltre il primo incremento di gittata
Deafening Critical,"",Critico Assordante
Death or Glory,"Death or Glory    +4 (+1 at levels 11, 16, 20)",Gloria o Morte
"at levels 11, 16, 20)","Death or Glory    +4 (+1 at levels 11, 16, 20)","+4 (+1 al lvlo 11, 16, 20)"
Death’s Shot,"",Colpo della Morte
Death’s Shot,"Death’s Shot    On a critical, Fort (DC 10 + ½ level + DEX) or die",Colpo della Morte
"On a critical, Fort (DC 10 + ½ level + DEX) or die","Death’s Shot    On a critical, Fort (DC 10 + ½ level + DEX) or die","Se critico, TS Tempra (CD 10 + ½ Livello + DES) oppure muore"
Deeds with no cost are only available while you have at least 1 grit point remaining,"",Le gesta senza costo sono utilizzabili solo se rimane almeno 1 punto grinta
Defensive Casting Bonus is double the Attack Penalty taken,"",Il bonus per Lanciare sulla Difensiva è il doppio della penalità all'attacco subita
Defensive Casting|Attack Penalty,"",Penalità attacco|Lanciare sulla difensiva
Defensive|Casting|Bonus,"",Bonus|Lanciare|sulla Difensiva
Devastating Strike,Devastating Strike    +2 per extra die,Colpo Devastante
per extra die,Devastating Strike    +2 per extra die,per dado extra
Dexterity,"",Destrezza
Dexterity|Bonus,"",Bonus|Destrezza
Discern Lies|Today,"",Rivela Bugie|Oggi
Dispelling Critical,"",Critico Dissolvente
Dodge|Bonus,"",Bonus|Schivare
Double Slice,Double Slice    Add your full STR to damage with an off-hand weapon,Doppio Taglio
Add your full,Double Slice    Add your full STR to damage with an off-hand weapon," Aggiunge bonus di"
STR,Double Slice    Add your full STR to damage with an off-hand weapon,FOR
to damage with an off-hand weapon,Double Slice    Add your full STR to damage with an off-hand weapon,totale ai danni dell'arma secondaria
Double Slice,Double Slice    No damage penalty,Doppio Taglio
No damage penalty,Double Slice    No damage penalty,Nessuna penalità ai danni
Duchy,"",Ducato
Duck and Cover,Duck and Cover    Take ally’s result on reflex save,Al Riparo
Take ally’s result on reflex save,Duck and Cover    Take ally’s result on reflex save,Si prende il risultato di un alleato a salvz su riflessi
Dwarf,"",Nano
ECONOMY,"",ECONOMIA
EFFECTIVE|CHARACTER LEVEL,"",LIVELLO PERSONAGGIO|EFFETTIVO
EVOLUTION,EVOLUTION|POOL,RISERVA PUNTI
POOL,EVOLUTION|POOL,EVOLUZIONE
Elf,"",Elfo
Energy resistance bonus,"",Bonus Resistenza all'energia
Enhancement|Cost,"",Costo|Potenziamento
Evasive,"",Elusivo
Evasive,Evasive    Gain Evasion and Uncanny Dodge,Elusivo
Gain Evasion and Uncanny Dodge,Evasive    Gain Evasion and Uncanny Dodge,Ottieni Eludere e Schivare Prodigioso Migliorato
Exhausting Critical,"",Critico Inesorabile
Expert Loading,"",Esperto nella Ricarica
Expert Loading,Expert Loading    Keep a broken gun from exploding on a misfire,Esperto nella Ricarica
Keep a broken gun from exploding on a misfire,Expert Loading    Keep a broken gun from exploding on a misfire,Impedisce a un'arma inceppata di esplodere
FEAR EFFECT,FEAR EFFECTWILL BONUS,BONUS TS VOLONTÀ
WILL BONUS,FEAR EFFECTWILL BONUS,contro PAURA
FEAT,"",TALENTO
"FEATS, TRAITS AND|SPECIAL ABILITIES","","TALENTI, TRATTI E|ABILITÀ SPECIALI"
FIGHTER,"",GUERRIERO
FLURRY OF BLOWS,FLURRY OF BLOWS|BASE ATTACK BONUS,BONUS ATTACCO
BASE ATTACK BONUS,FLURRY OF BLOWS|BASE ATTACK BONUS,RAFFICA di COLPI
FRIEND,"",AMICO
Far Shot,Far Shot    Attack penalty per range increment decreases from -2 to -1,Tiro Lontano
Attack penalty per range increment decreases from -2 to -1,Far Shot    Attack penalty per range increment decreases from -2 to -1," La penalità per ogni incremento di gittata è -1"
Fast healing per round,"",Guarigione rapida per round
Favoured|     Enemy|     Terrain,"",Prescelto| Nemico| Terreno
Favoured|Enemy,"",Nemico|Prescelto
DEX,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",DES
bonus to,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",bonus a
AC,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",CA
Festivals,"",Festival
Flurry of Blows Attack Bonus,"",Bonus Attacco Raffica di Colpi
Focus,"",Focus
Fortitude,"",Tempra
Full|Moon,"",Luna|Piena
Furious Focus,Furious Focus    Ignore power attack penalty for first attack,Furia Focalizzata
Ignore power attack penalty for first attack,Furious Focus    Ignore power attack penalty for first attack,Ignora la penltà per atcco poder. al prm atcco
GM’s ruling,"",Discrezione del GM
GREATER RAGE,"",IRA SUPERIORE
GRIT,"",GRINTA
GRIT POINTS,GRIT POINTS|PER DAY,PUNTI GRINTA
PER DAY,GRIT POINTS|PER DAY,al GIORNO
GUN TRAINING,"",ADDESTRAMENTO ARMI da FUOCO
GUNSLINGER,"",PISTOLERO
Gain Evasion and Improved Uncanny Dodge,"",Ottieni Eludere e Schivare Prodigioso Migliorato
6 ki points,Gain two extra standard actions - 6 ki points,6 punti ki
Gate,"",Portale
Gnome,"",Gnomo
Good saves:,"",Tiri Salvezza Buoni:
2 ki points,Grant more abilities to allies - 2 ki points,2 punti ki
Great Cleave,Great Cleave    Any number of extra attacks per round,Incalzare Potenziato
Any number of extra attacks per round,Great Cleave    Any number of extra attacks per round,Qualsiasi numero di att extra per round
Greater Penetrating Strike,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Colpo Penetrante Superiore
Greater Two-weapon Fighting,Greater Two-weapon Fighting    Third attack with your off-hand weapon,Combattere con Due Armi Superiore
Third attack with your off-hand weapon,Greater Two-weapon Fighting    Third attack with your off-hand weapon,Terzo attacco con l'arma secondaria
Greater Vital Strike,"",Colpo Vitale Superiore
Greater Weapon Focus,"",Arma Focalizzata Superiore
Greater Weapon Specialisation,"",Arma Specializzata Superiore
Greater aspect,"",Aspetto Superiore
Greater shield ally,"",Scudo Alleato Superiore
Gunslinger Initiative,"",Iniziativa del Pistolero
Gunslinger Initiative,"Gunslinger Initiative    +2 Initiative; (with Quick Draw, draw firearm as part of initiative)",Iniziativa del Pistolero
"+2 Initiative; (with Quick Draw, draw firearm as part of initiative)","Gunslinger Initiative    +2 Initiative; (with Quick Draw, draw firearm as part of initiative)",+2 a Iniziativa; (con Estrazione Rapida estrai l'arma come parte dell'iniziativa)
Gunslinger’s Dodge,"Gunslinger’s Dodge    Move 5ft immediately; +2 AC against triggering attackAlternatively, drop prone for +4 AC",Schivata del Pistolero
"Move 5ft immediately; +2 AC against triggering attackAlternatively, drop prone for +4 AC","Gunslinger’s Dodge    Move 5ft immediately; +2 AC against triggering attackAlternatively, drop prone for +4 AC","Muoversi di 1.5m come azione immediata;+2 a CA contro l'attacco|In alternativa, farsi cadere prono per avere +4 a CA"
HIT POINTS & SKILL RANKS,"",PUNTI FERITA & GRADI ABILITA'
HIT|DICE,"",DADO|VITA
HIT|POINTS,"",PUNTI|FERITA
HYBRID FORM,"",FORMA IBRIDA
Half of Ranger’s|Favoured Enemy|bonus granted to|allies within,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,Metà del bonus|Nemico Prescelto del Ranger|dato agli alleati entro
30ft,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,9mt
Half-elf,"",Mezzelfo
Half-orc,"",Mezzorco
Halfling,"",Halfling
Hammer the Gap,Hammer the Gap    On a successful attack,Martellamento
On a successful attack,Hammer the Gap    On a successful attack,Con un attacco riuscito
Haste,Haste    One extra attack at full bonus,Velocità
One extra attack at full bonus,Haste    One extra attack at full bonus,Un attacco extra a bonus pieno
2 ki points,Heal somebody else’s wounds - 2 ki points,2 punti ki
Hidden Master,"",Maestro nel Nascondersi
Hidden Master: cast Greater Invisibility as a standard action,"",Maestro nel Nascondersi: lancia Invisibilità Superiore come azione standard
INQUISITOR,"",INQUISITORE
Impaling Critical,"",Critico Trafiggente Migliorato
Improved Back to Back,Improved Back to Back    +2 to ally’s AC,Schiena contro Schiena Migliorato
to ally’s,Improved Back to Back    +2 to ally’s AC,alla CA
AC,Improved Back to Back    +2 to ally’s AC,dell'alleato
Any number per round,Improved Cleaving Finish    Any number per round,Qualsiasi numero per round
Improved Critical / Keen weapon / Keen magical effect,"",Critico Migliorato / Arma affilata / Affilata -effetto magico-
Improved Devastating Strike,Improved Devastating Strike  +2 per die,Colpo Devastante Migliorato
per die,Improved Devastating Strike  +2 per die,per dado
Improved Feint Partner,"Improved Feint Partner    When ally feints, gain AoO",Finta del Compagno Migliorata
"When ally feints, gain AoO","Improved Feint Partner    When ally feints, gain AoO","Quando un alleato finta, guadagni un AdO"
Improved Impaling Critical,"",Critico Trafiggente
Improved Precise Shot,Improved Precise Shot    Ignore the penalties for partial cover or partial concealment,Tiro Preciso Migliorato
Ignore the penalties for partial cover or partial concealment,Improved Precise Shot    Ignore the penalties for partial cover or partial concealment," Ignora le penalità per copertura o occultamento parziale"
Improved Shield Bash,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Attacco con lo Scudo Migl.
Use Shield Bash and keep your shield bonus to,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Attacca con lo scudo
AC,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,CA
Improved Spell Recall,Improved Spell Recall|Prepare any known spell as a swift action,Ricordare Incantesimi Migliorato
Prepare any known spell as a swift action,Improved Spell Recall|Prepare any known spell as a swift action,Prepara un inc. conosciuto come azione veloce
Improved Spell Recall,Improved Spell Recall|Reprepare any spell already cast today,Ricordare Incantesimi Migliorato
Reprepare any spell already cast today,Improved Spell Recall|Reprepare any spell already cast today,Ricorda un incantesimo già lanciato oggi
Improved Two-weapon Fighting,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Combattere con Due Armi Migliorato
Second attack with your off-hand weapon,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Secondo attacco con l'arma secondaria
Improved Vital Strike,"",Colpo Vitale Migliorato
Increase your move speed by 20ft for one round,"",Aumenta la velocità di movimento di 6m per 1 round
Intelligence,"",Intelligenza
Intelligence|Penalty,"",Penalità|Intelligenza
"Invoke True Judgement before one attack|If the attack is successful, the target|  must pass a Fortitude save or die|Whether successful or not, that target is|  then immune to True Judgement for 24 hours","","Invoca il Vero Giudizio prima di un attacco|Se l'attacco ha successo, il bersaglio|deve superare un TS su Tempra o muore|Che abbia successo o meno, il bersaglio|è immune al Vero Giudizio per 24 ore."
Invoke one Judgement on your|foes and receive a bonus|as long as you are in combat.,"",Invoca un Giudizio sui tuoi|nemici e ricevi un bonus|finchè sei in combattimento
Invoke three judgements at once,"",Invoca 3 giudizi contemporaneamente
Invoke two judgements at once,"",Invoca 2 giudizi contemporaneamente
JUDGEMENT,"",GIUDIZIO
JUDGEMENTS,JUDGEMENTS|PER DAY,GIUDIZI
PER DAY,JUDGEMENTS|PER DAY,al GIORNO
Judgements|Today,"",Giudizi|Oggi
Justice,"",Giustizia
KNOWN HEXES,"",FATTURE CONOSCIUTE
Keep a broken gun from exploding on a misfire,"",Impedisce a un'arma inceppata di esplodere
Ki cost,"",Costo Ki
Killing blow with a firearm,"",Colpo mortale con arma da fuoco
Knowledge,"",Conoscenza
Knowledge Pool,Knowledge Pool|Prepare any Magus spell as if known,Riserva di Conoscenza
Prepare any Magus spell as if known,Knowledge Pool|Prepare any Magus spell as if known,Prepara un inc. da Magus come fosse conosciuto
