Original,Part of,Translation
WEAPON TRAINING,"",ADDESTRAMENTO NELLE ARMI
SPECIAL MOUNT,"",CAVALCATURA SPECIALE
From level 2:,"",Dal livello 2:
ORDER,"",ORDINE
(damage is triple only if using a lance),"",(danno triplo solo usando una lancia)
Natural Armour|Bonus,"",Bonus|Armatura Naturale
SPEED,"",VELOCITÀ 
PERSONALITY,"",PERSONALITÀ
Base|Speed,"",Velocità|Base
"Attack bonus|From level 10, bonus doubles to confirm critical hits","",Bonus Attacco|Dal livello 10 bonus x2 per confermare colpi critici
BARDIC PERFORMANCE,"",ESIBIZIONE BARDICA
"As a full round, target a part of the body:  Arms: drops one carried item (no damage)  Head: confused for one round  Legs: knocked prone  Torso: 19-20 critical range  Wings: begins to fall","","Come azione di attacco completo, scegli una parte del corpo:| Braccia: il bersaglio fa cadere un oggetto (nessun danno)| Testa: confuso per 1 round| Gambe: cade a terra prono| Torso: minaccia di critico 19-20| Ali: inizia a cadere"
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks","","-2 a tiri per colpire, danni,tiri|salvezza, abilità e prove caratteristica"
Successful critical hit with a firearm,"",Colpo Critico con arma da fuoco
Gifts,"",Doni
(require,"",(richiede
Bonus Spells,"",Inc. Bonus
QUICK DRAW,"",ESTRAZIONE RAPIDA
"round down,|minimum 1","","per difetto,|minimo 1"
Slow Fall 70 ft,"",Caduta Lenta 21m
Weapon|Damage|Bonus,"",Bonus|Danno|Armi
"Once per day, while fighting a challenge:| • immune to being shaken, frightened or panicked| • remain conscious below 0 hp| • may spend one use of Resolve to reroll any save.","","Una volta al giorno, durante una sfida:|• immune a scosso, spaventato e in preda al panico|• rimane cosciente sotto 0 pf|• può spendere un uso di Fermezza per ritirare un TS"
+2 to overcome|Spell Resistance,"",+2 a superare|Resistenza agli Inc.
"Cannot rage, run or charge|while fatigued.","","Non può entrare in Ira, correre o caricare|mentre è Affaticato"
coins,"",Monete  
Value,"",Valore
OTHER DAMAGE,"",ALTRI DANNI
Stunning Critical,"",Critico Stordente
"Master strike cannot be used again on the same target within24 hours, whether they pass the Fortitude save or not.","","Il Colpo da maestro non può essere usato nuovamente sullo stesso bersaglio entro 24 ore, che superi il TS su Tempra oppure no"
CRIT,"",CRIT
Applies to ranged attacks within 30ft.,"",Si applica ad attacchi a distanza entro 9m
Climb,"",Scalare
Bonus to Fortitude saves and initiative checks.,"",Bonus ai TS sulla Tempra e check Iniziativa.
Scorpion Style,"",Stile dello scorpione
None,"",Nessuno
+2 unrest if the treasury is empty,"",+2 agitazione se la tesoreria è vuota
Meticulous,"",Meticoloso
Wakizashi,"",Wakizashi
15 to 24,"",da 15 a 24
GRIT,"",GRINTA
Keyboard|Instruments,"",Strumenti|a tastiera
KNOWN SPELLS,"",INCANTESIMI CONOSCIUTI
Spot,"",Vedere
"Bonus applies to resist|energy drain, ability drain|or inflict spells.","","Bonus resistenza a|inc. infliggi ferite, risucchi di|energia o caratteristica."
HIT|DICE,"",DADO|VITA
Times Today,"",Usato oggi
1 IP,"",1 IP
Shock,"",Folgorante
Cure Wounds,"",Curare Ferite
COUNTERSONG,"",CONTROCANTO
FORT,"",TEM
CHARACTER|BACKGROUND,"",BACKGROUND|PERSONAGGIO
NIMBLE,"",LEGGIADRIA
Size Modifier|x4,"",Mod. Taglia|x4
Flurry of Blows,"",Raffica di colpi
Sense Motive,"",Intuizione
Greater shield ally,"",Scudo Alleato Superiore
Aura,"",Aura
Bonus in combat against the|target of the challenge:,"",Bonus in combattimento|contro il bersaglio della Sfida
Size,"",Taglia
EIDOLON,"",EIDOLON
Round down,"",per difetto
Fighter|Level,"",Livello|del Guerriero
RANGED|ATTACK,"",ATTACCO|A DISTANZA
MUTAGENS,"",MUTAGENI
Promotions,"",Promozioni
Supreme Charge,"",Carica Suprema
Slow Fall 90 ft,"",Caduta Lenta 27m
Temp|Bonus,"",Bonus|Temporaneo
GREATER RESOLVE,"",FERMEZZA SUP.
3-Level|Bonus × 2,"",Bonus|3-Livelli x2
Piercing,"",Penetrante
Air,"",Aria
2d10,"",2d10
Climb Speed,"",Velocità di Scalare
Use Rope,"",Usare Corde
Defensive Casting|Attack Penalty,"",Penalità attacco|Lanciare sulla difensiva
REF,"",RIF
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.","","Bonus applicato ai Tiri Salvezza contro Esibizione Bardica,|effetti sonori e dipendenti dal linguaggio"
Bluff,"",Raggirare
Base|Attack,"",Attacco|Base
Arcane Dilettante 7,"",Dilettante Arcano 7
ALCHEMIST,"",ALCHIMISTA
FIREARMS,"",ARMI da FUOCO
Class|Skill,"",Classe|Abilità
Item|Bonus,"",Bonus|oggetto
Basic Value,"",Valore Base
Misc,"",Varie
SAMURAI,"",SAMURAI
Use Psionic Device,"",Usa Oggetti Psionici
ARCHERY,"",TIRO con L'ARCO
SETTLEMENT,"",INSEDIAMENTO
CHOICES,"",SCELTE
Range:,"",Raggio:
Bonus|Points,"",Punti|Bonus
BARDIC KNOWLEDGE,"",CONOSCENZE BARDICHE
Arcane Dilettante 4,"",Dilettante Arcano 4
10ft,"",3 m
Uncanny Dodge,"",Schivare prodigioso
TWO-WEAPON FIGHTING,"",COMBATTERE con DUE ARMI
Summon monster I,"",Evoca Mostri I
"Once per day, while fighting a challenge:| • all weapons (except criticals) do minimum damage| • remain conscious and not staggered below 0 hp| • cannot be killed by weapons except by target","","Una volta al giorno, durante una sfida:|• tutte le armi infliggono danno minimo (critici esclusi)|• rimane cosciente e non barcollante sotto 0 pf|• non può essere ucciso da armi non impugnate dal bersaglio"
Take -2 penalty to AC against any enemy except challenged target,"",Subisce -2 alla CA contro ogni nemico escluso il bersaglio sfidato
Attack and damage,"",Attacco e danni
FIGHTER,"",GUERRIERO
Feat Sharing|Today,"",Condivisione Talento|Oggi
Spouse,"",Coniuge
HEALTH,"",SALUTE
Arcane Dilettante 5,"",Dilettante Arcano 5
Targeting,"",Bersagliare
FAVOURED ENEMY,"",NEMICO PRESCELTO
Still Mind,"",Mente Lucida
"Come up with a cool idea for your character. Figure out where they|come from, how their background shaped them and why they’ve|chosen to be an adventurer.|Use extra pages if necessary.","","Fatti un idea del tu personaggio. Cerca di capire|da dove viene, come il suo passato lo ha trasformato e perché|ha scelto di essere un avventuriero.|Usa più pagine se necesssario."
MALE,"",MASCHIO
Paralysed,"",Paralizzato
ECO,"",ECO
3 IP,"",3 IP
"Bluff, Diplomacy","","Raggirare, Diplomazia"
Saving throw,"",Tiro Salvezza
Use bonus in place of...,"",Usare il bonus al posto di...
+2 to confirm critical hits with selected weapon,"",+2 per confermare i critici con l'arma prescelta
Dance,"",Danza
55ft,"","16,5 m"
20 to 24,"",da 20 a 24
BASE ATTACK,"",ATTACCO BASE
Life bond,"",Per la Vita
Psychometabolism,"",Psicometabolismo
BARBARIAN!,"",BARBARO!
INITIATIVE,"",INIZIATIVA
Take 20 Today,"",Prendere 20|Oggi
35ft,"","10,5 m"
Reroll a saving throw (must take second roll)Reroll a skill check,"",Ritira un TS (bisogna tenere il secondo tiro)|Ritira una prova di abilità
Delayed death,"",Morte ritardata
Bane Rounds|Today,"",Round Anatema|Oggi
25 to 34,"",da 25 a 34
BLOODLINES,"",STIRPI
Item,"",Oggetto
(ALCHEMIST),"",(ALCHIMISTA)
Speciality Spell,"",Incantesimo da specialista
PORTRAIT,"",RITRATTO
STUNNING FIST,"",PUGNO STORDENTE
Avoid half damage on failed reflex save,"",evitare metà danno quando si fallisce TS su Riflessi
6ft,"","1,8 m"
OF,"",DEL
Marshal,"",Sceriffo
Wild|Shape|Level,"",Livello|Forma|Selvatica
Psychoportation,"",Psicotrasporto
Power|Save DC,"",CD TS|Potere
AC + INT,"",CA + INT
• Paralysed,"",• Paralizzato
DISCERN LIES,"",RIVELA BUGIE
Fast Movement,"",Movimento Veloce
Festivals,"",Festival
Temp Damage,"",Danno Temp.
"Armour, Shield","","Armatura, Scudo"
DETERMINED,"",DETERMINATO
Evolutions,"",Evoluzioni
HIDDEN BLADE,"",LAMA NASCOSTA
FAVOURED ENEMY BONUS,"",BONUS NEMICO PRESCELTO
Trap Sense +5,"",Percepire Trappole +5
Healing,"",Guarigione
"Armour class bonus|From level 10, bonus doubles against critical hits","",Bonus Classe Armatura|Dal livello 10 bonus x2 contro i colpi critici
Base|Extracts,"",Estratti|base
Impaling Critical,"",Critico Trafiggente Migliorato
die,"",dado
SPELL SCHOOLS,"",SCUOLE DI MAGIA
Attack|Bonus,"",Bonus|Attacco
Psychic Strike|Charge,"",Colpo Psichico|Cariche
LOYALTY,"",LEALTA'
Untrained,"",Senza addest.
The inquisitor cannot cast spells of an alignment|opposed to her own or her deity’s.,"",L'Inquisitore non può lanciare incantesimi di|allineamento opposto al suo o della divinità
Move Silently,"",Muoversi silenziosamente
HIT POINTS,"",PUNTI FERITA
Psychokinetic,"",Psicocinetico
Long,"",Lungo
SAVES,"",TIRI SALVEZZA
d8,"",d8
Protection,"",Protezione
SELF RELIANT,"",FIDUCIA IN SE STESSO
Extract Save DC = 10 + INT + Extract Level,"",CD Estratti = 10 + INT + Livello Estratto
Psionic Aura,"",Aura Psionica
Max Speed,"",Velocità massima
Spells|per day,"",Incantesimi|al giorno
FEATS & SPECIAL ABILITIES,"",TALENTI & CAPACITÀ SPECIALI
if larger/|smaller,"",se più grande/|piccolo
No age penalties or artificial ageing,"",Nessuna penalità relativa all'invecchiamento
Spell Combat|Attack Penalty,"",Penalità attacco|Inc. in Comb.
(at will),"",(a volontà)
CITY,"",CITTA'
Animal Companion’s Name,"",Nome del Compagno animale
See below.,"",Vedi sotto.
VALUABLE ITEMS,"",OGGETTI di VALORE
Add monk level to Acrobatics checks for jumping,"",Aggiungere il Livello da Monaco alle Prove di Acrobazia per i salti
(Use adjusted CON),"",(usare COS modificata)
Flaming,"",Infuocata
Range,"",Gittata
Medium,"",Medio
Events,"",Eventi
Deal sneak attack damage whenever you move 10 ft.|Enemies with Uncanny Dodge are immune to this.,"",Fai danni da furtivo ogni volta che ti muovi di 3m.|I nemici dotati di Schivare Prodigioso sono immuni.
DIVINE BOND,"",LEGAME DIVINO
PAYMENTS,"",PAGAMENTI
(No greater than target’s |own spell resistance),"",(Non superiore alla resistenza|agli incantesimi dell'obiettivo)
LONG RANGE,"",RAGGIO LUNGO
4d6,"",4d6
Skill,"",Abilità
PREPARED SPELLS,"",INCANTESIMI PREPARATI
Improved Evasion,"",Eludere migliorato
Flaming burst,"",Espl. fiamme
8d6,"",8d6
• Blind,"",• Accecato
Full|Moon,"",Luna|Piena
DC 15,"",CD 15
Modifier,"",Modificatore
Stealth,"",Furtività
Preferred Clothing,"",Abiti preferiti
Extra,"",Extra
Point|Cost,"",Costo|Punto
CODE OF HONOUR,"",CODICE D'ONORE
Face,"",Faccia
Bonus to attack and damage rolls,"",Bonus a tiri di attacco e danni
Size|Modifier x4,"",Taglia|Modificatore x4
Ability|Score,"",Punteggio|Della statist.
Auras|Known,"",Aure|Conosc.
Serious Wounds,"",Ferite Gravi
Blur,"",Sfocatura
CHANNEL ENERGY,"",INCANALARE ENERGIA
Ninja Level,"",Livello Ninja
Weight,"",Peso
LORE MASTER,"",MAESTRO DEL SAPERE
Improved Critical or Keen weapon,"",Critico Migliorato o arma Affilata
pts,"",pti
Justice,"",Giustizia
Automatic|Success,"",Successo|Automatico
SLAYER,"",UCCISORE
MIGHTY RAGE,"",IRA POSSENTE
DC 10,"",CD 10
Poison Use,"",Uso dei Veleni
Deal sneak attack damage when you charge.|Enemies with Uncanny Dodge are immune to this.,"",Fai danni da furtivo quando carichi.|I nemici dotati di Schivare Prodigioso sono immuni.
Fears,"",Paure
Acrobatics|Bonus,"",Bonus|Acrobazia
Treat any jump check as if from a running start,"",Considera le prove di Saltare come con rincorsa
MAGUS ARCANA,"",SEGRETI del MAGUS
Bards can wear light armour without risking|spell failure.,"",I Bardi possono indossare armature leggere senza|rischiare il fallimento incantesimi.
Magus|Level,"",Livello|Magus
MASS SUGGESTION,"",SUGGESTIONE DI MASSA
Intelligence,"",Intelligenza
Breath Weapon| Damage (d6),"",Arma a soffio| Danno (d6)
Power|Level,"",Livello|Potere
Medium Load,"",Carico Medio
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,"",Incanalare energia positiva consuma 2 usi|della capacità di Imposizione delle mani
Granted Powers,"",Poteri Concessi
"Roll all attacks, additional hits add dice","","Tira tutti gli attacchi, dadi per il danno addizionali"
Spells|Known,"",Incantesimi|conosciuti
RIVAL,"",RIVALE
Channel Negative Energy,"",Incanalare Energia Negativa
Life Link,"",Legame Vitale
Track,"",Seguire tracce
Councilor,"",Consigliere
BASIC SPEED,"",VELOCITÀ BASE
PERFECT SELF,"",PERFEZIONE INTERIORE
Acrobatics,"",Acrobazia
No Armour Check penalty when charging.,"",Nessuna penalità alla CA durante la carica
Any known arcane spell in|(1d4 + spell level) rounds,"",Qualunque inc. arcano in|(1d4 + liv. inc.) round
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,"",Contrasta effetti magici che dipendono dal suono. Gli|alleati entro 9 m usano la prova di Esibizione al posto di un TS
Arcane Dilettante 2,"",Dilettante Arcano 2
(From level 2),"",(dal livello 2)
Tier,"",Rango
Utility Shot,"",Colpo di Utilità
ABILITY SCORE,"",Punti Abilità
Evil Cleric,"",Chierico Malvagio
School,"",Scuola
Rounds|Today,"",Round|oggi
Blue,"",Blu
"Ranger bonus feats can be taken without the normal pre-requisites,|but only apply when not wearing heavy armour.","","I Talenti bonus del Ranger possono essere acquisiti anche senza soddisfare i normali pre-requisiti,|ma si applicano solo quando non indossa Armature pesanti"
Blast lock or|Shoot unattended object or |Stop bleeding,"",Distrugge una serratura o|Sposta oggetti incustoditi o|termina sanguinamento
Normal,"",Normale
+1 hp or skill rank per level,"",+ 1 pf o grado per livello
Disable Device,"",Disattivare Congegni
"As a move action, share half your Favoured Enemy|bonus against a single target with all allies within 30 ft","",Concedi metà del Bonus contro un solo Nemico Prescelto|a tutti gli alleati entro 9m come azione di movimento
Bonus Points,"",Punti Bonus
Total,"",Totale
BAB,"",BAB
Employer,"",Datore di lavoro
STA,"",STA
(skill bonus),"",(bonus abilità)
Gold,"",Oro
DEADLY PERFORMANCE,"",MUSICA MORTALE
Summon monster VIII,"",Evoca Mostri VIII
Escape Artist,"",Artista della fuga
Ninja|Level,"",Livello|Ninja
Suggest actions to already fascinated creatures,"",Suggerisce delle azioni a creature già affascinate
Summon monster IX,"",Evoca Mostri IX
Max AC DEX,"",Max DES CA
CAVALIER,"",CAVALIERE
Head,"",Testa
CLERIC,"",CHIERICO
Damage Reduction:,"",Riduzione del Danno:
(always active),"",(sempre attivo)
Light,"",Luce
Slinger’s Luck,"",Pistolero Fortunato
Use Magic Device,"",Utilizzare Congegni Magici
Balance,"",Neutralità
+2 to saves against enchantments,"",+2 ai tiri salvezza contro incanamenti
Arcane Dilettante 3,"",Dilettante Arcano 3
Temp,"",Temp
Assets,"",Beni
Indomitable Will,"",Volontà Indomabile
MELEE|ATTACK,"",ATTACCO|IN MISCHIA
Other items,"",Altri oggetti
Knowledge: Arcana,"",Conoscenze: Arcane
XP,"",PE
Oratory,"",Oratoria
WILD EMPATHY,"",EMPATIA SELVAGGIA
Misfire,"",Inceppamento
CONTAINER,"",CONTENITORE
cp,"",mr
Summon monster IV,"",Evoca Mostri IV
"Scrolls, Potions,|Wands, Components","","Pergamene,Pozioni,|Bacchette,Componenti"
Song of Freedom,"",Canto di Libertà
KI POOL,"",RISERVA KI
Manoeuvre Training,"",Addestramento alle manovre
STEAL SPELL,"",RUBARE INCANTESIMO
Combat Reflexes,"",Riflessi di combattimento
JUDGEMENT,"",GIUDIZIO
Age,"",Età
Parents,"",Genitori
Resistance,"",Resistenza
+ Size|  diff x4,"",+ Taglia| diff x4
DC 20,"",CD 20
LYCANTHROPE,"",LICANTROPO
Alchemist|Level,"",Livello|Alchimista
FAVOURED|CLASS BONUS,"",BONUS|CLASSE PREFERITA
PSIONICS,"",PSIONICI
Deeds with no cost are only available while you have at least 1 grit point remaining,"",Le gesta senza costo sono utilizzabili solo se rimane almeno 1 punto grinta
Base|Attack|Bonus,"",Bonus|Attacco|Base
(Max 9),"",(max 9)
Weapon enhancements are powered|from your Arcane Pool,"",I potenziamenti dell'arma|provengono dalla riserva arcana
NATURE BOND,"",LEGAME CON LA NATURA
Your size and size modifier,"",La tua Taglia ed il Modificatore di Taglia
Properties,"",Proprietà
for every 10ft of your standard move above 30ft,"",per ogni 3 m del tuo movimento standard sopra i 9 m
Wounds,"",Ferite
50ft,"",15 m
1d3,"",1d3
Level,"",Livello
Settlements,"",Insediamenti
Bronze,"",Bronzo
1d8,"",1d8
"(round down, min 1)","","(per difetto, min 1)"
"May make a standard or move action,| but not both","","Si può fare un'az. standard o di movimento,|ma non entrambe"
Religion,"",Religione
Type,"",Tipo
Blindness / Deafness,"",Cecità/Sordità
BLOODLINE,"",STIRPE
STERN GAZE,"",SGUARDO AUSTERO
Dexterity|Bonus,"",Bonus|Destrezza
CMD,"",DMC
AURA OF UNLUCK,"",AURA DI SFORTUNA
Greater Weapon Focus,"",Arma Focalizzata Superiore
Armour|& Shield,"",Armatura|& Scudo
Slow Fall 50 ft,"",Caduta Lenta 15m
Gunslinger Initiative,"",Iniziativa del Pistolero
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions","","Cura ferite gravi di massa.|Rimuove le condizioni affaticato, scosso e infermo."
SUMMONED CREATURE,"",CREATURA EVOCATA
ALIGNMENT,"",ALLINEAMENTO
Copper,"",Rame
ABILITIES,"",STATISTICHE
NO TRACE,"",NESSUNA TRACCIA
(DRUID),"",(DRUIDO)
Charisma,"",Carisma
"Sneak attack damage can be applied when a target is flanked oris denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","","Il danno da attacco furtivo si può applicare quando un bersaglio è|ﬁancheggiato o se viene privato del proprio bonus di DES alla CA.|Per gli Attacchi a distanza, si applica solo entro 9 m.|Non viene moltiplicato dai Colpi critici.|Può essere Danno non letale solo con una arma non letale."
Katana,"",Katana
SCROLLS,"",PERGAMENE
Master Tricks,"",Trucchi Magistrali
TRAITS,"",TRATTI
Samurai|Level,"",Livello|Samurai
Immediately stabilise and remain conscious (but staggered),"",Si stabilizza immediatamente e rimane cosciente (ma barcollante)
Constitution|Bonus,"",Bonus|Costituzione
NINJA TRICKS,"",TRUCCHI NINJA
Alignment,"",Allineamento
Autohypnosis,"",Autoipnosi
Frost,"",Gelida
WITHOUT MASTER,"",SENZA PADRONE
Casting|Stat,"",Caratteristica|Principale
Dexterity,"",Destrezza
Creature Type,"",Tipo di creatura
"Reload as a swift action once per round (with Rapid Reload, free action)","",Ricarica come azione veloce 1/round (Con Ricarica Rapida azione gratuita)
Base|Attack Bonus /|Monk Level,"",Bonus Attacco|Base /|Liv. Monaco
Dispelling Critical,"",Critico Dissolvente
Abundant step,"",Passo abbondante
Base|Spells,"",Inc.|Base
+4 Strength  +4 Constitution  +2 Will  -2 AC,"",+4 Forza +4 Costituzione +2 Volontà -2 CA
INT - 4,"",INT - 4
Background,"",Background
• Stunned,"",Confuso
Mythic|Tier,"",Rango|Mitico
Summon monster III,"",Evoca Mostri III
Critical Focus,"",Critico Focalizzato
Treat unarmed attacks as adamantine weapons,"",Tratta gli Attacchi senz'armi come armi di adamantio
GUNSLINGER,"",PISTOLERO
Body,"",Corpo
Beguilers can wear light armour|without risk of spell failure,"",Un Beguiler può indossare armature|leggere senza penalità agli incantesimi
Fly,"",Volare
WILD SHAPE,"",FORMA SELVATICA
Power|Attack,"",Attacco|Poderoso
Staggering Critical,"",Critico Incapacitante
Spell|Resistance,"",Resistenza|Incantesimi
ARMOUR,"",ARMATURA
Temp Attack|Bonus,"",Bonus Attacco|Temporaneo
NOTES,"",NOTE
Saving throw = 10 + Casting Stat + Spell Level,"",Tiro Salvezza = 10 + Mod. Caratt. Principale + Livello Incantesimo
Base|Value,"",Valore|Base
KNOWN HEXES,"",FATTURE CONOSCIUTE
per turn,"",per turno
RANGER,"",RANGER
Bonus to saves against charm|and compulsion effects.,"",Bonus ai TS contro|charme e compulsione
Spells from your opposed schools cost two slots to prepare.,"",Gli inc. di scuole opposte richiedono 2 slot per essere preparati
Arcane Dilettante 1,"",Dilettante Arcano 1
Gunslinger’s Dodge,"",Schivata del Pistolero
One hit|point,"",Un punto|ferita
Eyes,"",Occhi
-2 Strength  -2 Dexterity    Can’t charge or run,"",-2 Forza -2 Destrezza No caricare o correre
Constitution,"",Costituzione
Summon monster V,"",Evoca Mostri V
Automatic success on casting defensively,"",Successo automatico se si lancia sulla difensiva
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.","","Il danno bonus contro esterni malvagi,|draghi malvagi e non morti si applica|al primo attacco riuscito"
Decipher Script,"",Decifrare testi
8 to 12,"",da 8 a 12
Knife|Master|Level,"",Maestro dei|Coltelli|Livello
POISON RESISTANCE,"",RESISTENZA al VELENO
Check Penalty,"",Penalità alla prova
REGULAR PAYMENTS,"",PAGAMENTI REGOLARI
Shield AC,"",CA Scudo
DEFENSIVE CASTING,"",LANCIARE sulla DIFENSIVA
Knowledge: Geography,"",Conoscenze: Geografia
(Bad),"",(Scarso)
Dodge,"",Schivare
Bonus Spells|CHA,"",Inc. Bonus|CAR
Insults,"",Insulti
Tongue of the Sun and Moon,"",Lingua del Sole e della Luna
Cavalier|Level,"",Cavaliere|Livello
Trap Sense +1,"",Percepire Trappole +1
Metamagic|Adjustment,"",Mod. Livello|Metamagico
Favoured|Enemy,"",Nemico|Prescelto
Psion|Level,"",Livelli da|Psion
IN SUMMER,"",IN ESTATE
Improved Feint,"",Finta migliorata
SKILLS,"",ABILITÀ
Moderate Wounds,"",Ferite Moderate
Improved Impaling Critical,"",Critico Trafiggente
Summon monster VI,"",Evoca Mostri VI
MONSTER LORE,"",CONOSCENZA dei MOSTRI
SUMMONER,"",CONVOCATORE
"Your weapon also counts as aligned,|to an alignment that matches your own.","","L'arma conta anche come allineata,|scegliendo tra uno dei tuoi allineamenti."
Specialist|Spells,"",Specialista|Incantesimi
Fatigue|Modifier,"",Fatica|Modificatore
- Size|  mod x4,"",- Taglia|mod x4
2 mins,"",2 min
DOMAINS,"",DOMINI
Fast healing per round,"",Guarigione rapida per round
Increase your move speed by 20ft for one round,"",Aumenta la velocità di movimento di 6m per 1 round
Cleric Level,"",Livello da Chierico
at half speed,"",a metà velocità
25ft,"","7,5 m"
Killing blow with a firearm,"",Colpo mortale con arma da fuoco
CUNNING INITIATIVE,"",INIZIATIVA ASTUTA
"Bonus applies to resist |sleep, stunning, paralysis,|poison or disease.","","Bonus resistenza a|sonno, stordimento,|paralisi, veleni o malattie."
Appraise,"",Valutare
Valuables,"",Preziosi
Acrobatic,"",Acrobazia
ARCANE DILLETANTE,"",DILETTANTE ARCANO
Two-handed weapon,"",Arma a due mani
Intimidate,"",Intimidire
PREPARED DIVINE SPELLS,"",INCANTESIMI DIVINI PREPARATI
GM’s ruling,"",Discrezione del GM
Weapon and armour proficiencies,"",Competenza in armi e armature
"On falling to 0hp or below, restore to 1hp","",Rimane a 1 pf invece che andare a 0 o meno
Synergy,"",Sinergia
to overcome target’s|spell resistance,"",per superare la resistenza|agli incantesimi del bersaglio
Spymaster,"",Capospia
Monk bonus applies when|unarmoured and unencumbered,"",Il bonus del Monaco si applica quando è|senza armatura e con ingombro nullo/leggero
Feats,"",Talenti
Blessing of the spirits,"",Benedizione degli spiriti
3 ki points,"",3 punti ki
Dislikes,"",Cose detestate
Kingdom,"",Regno
A natural lycanthrope’s bite afflicts the victim with|afflicted lycanthropy.,"",Il morso di un licantropo naturale trasmette la|licantropia alla vittima.
Knowledge - INT|Profession - WIS,"",Conoscenza - INT|Professione - SAG
When identifying the abilities and weaknesses of creatures.,"",Per identificare capacità e debolezze delle creature
20ft,"",6 m
Skill|Bonus,"",Bonus|Abilità
Damage,"",Danno
Improved Uncanny Dodge,"",Schivare prodigioso migliorato
SNEAK ATTACK,"",ATTACCO FURTIVO
+2 to any one ability score,"",+2 a ogni punteggio di Abilità
CHA,"",CAR
PSYCHIC AURA,"",AURA PSICHICA
if you fail a jump by 4 or less,"",se fallisci un salto di 4 o meno
Bull’s Strength,"",Forza del Toro
"Diplomacy, Sense Motive","","Diplomazia, Intuizione"
Naginata,"",Naginata
Bonus|Spells,"",Incantesimi|Bonus
Attribute|scores,"",Punteggi|Attributi
Dwarf,"",Nano
Slow Fall 60 ft,"",Caduta Lenta 18m
Attack Bonus,"",Bonus di attacco
DEMANDING CHALLENGE,"",SFIDA IMPEGNATIVA
Fire,"",Fuoco
8ft,"","2,4 m"
Additional Sneak Attack,"",Attacco Furtivo aggiuntivo
SMITE EVIL,"",PUNIRE IL MALE
BRAVERY,"",AUDACIA
BEGUILER,"",BEGUILER
Shocking burst,"",Espl. folgor.
Temp|Modifier,"",Modificatore|Temp
and,"",e
Suggest actions to one already fascinated creature,"",Impone una suggestione ad una creatura già affascinata
SAVE DC,"",TIRI SALVEZZA
"Roll twice against charm or compulsion|Once per day, take 20 on any d20","",Tira 2 volte contro charme e compulsione|Una volta al giorno prendi 20 su un qualsiasi tiro
Affiliation,"",Affiliazione
Platinum,"",Platino
second sneak attack in a round,"",secondo attacco furtivo in un round
Use touch AC beyond first range increment,"",Usa CA a contatto oltre il primo incremento di gittata
+ 100 ft.,"",+30m
Weapon Specialisation  (,"",Arma Specializzata (
Uses|per day,"",Usi|al giorno
WILL,"",VOL
MERCIES,"",INDULGENZE
ECONOMY,"",ECONOMIA
- 1 per 5lb| carried,"",-1 ogni 2.5kg|trasportati
Immune to all poisons,"",Immune a tutti i veleni
Hands,"",Mani
Knowledge:,"",Conoscenza:
Enhancements,"",Potenziamenti
CLASS,"",CLASSE
Human,"",Umano
INSPIRE GREATNESS,"",ISPIRARE GRANDEZZA
SORCERER,"",STREGONE
Character traits,"",Tratti del personaggio
Unarmed|Strike|Damage,"",Danno|Colpo|Senz'armi
Hair,"",Capelli
TRUE JUDGEMENT,"",VERO GIUDIZIO
Total skill|ranks,"",Totale punti|abilità
GRAPPLE,"",LOTTA
"Weapons, Ammo","","Armi, Munizioni"
Longbow,"",Arco lungo
CHANGE SHAPE,"",MUTA FORMA
KINGDOM SIZE,"",DIMENSIONE DEL REGNO
ORACLE,"",ORACOLO
Slow Fall any distance,"",Caduta Lenta qualunque distanza
Burning Hands,"",Mani Brucianti
pp,"",mp
Specialist|Spell,"",Inc.|Specialista
x 4,"",x 4
Applies whenever the target is|denied a DEX bonus to AC.|Sudden Strike stacks with Sneak Attack.,"",Si applica se l'obiettivo ha|perso il bonus DES alla CA.|Colpo Improvviso si somma a Attacco Furtivo.
Size Modifier|× 4,"",Mod. Taglia|x 4
SAVING|THROWS,"",TIRI|SALVEZZA
As long as you have at least one ki point,"",Finché hai almeno 1 punto ki
No Trace bonus is added to:| • the DC of a Survival check to track the Ninja;| • Disguise skill checks| • opposed Stealth checks while stationary,"",Il bonus di Nessuna Traccia si aggiunge a:| • CD Sopravvivenza per seguire il ninja| • Prove di Camuffare| • Prove contrapposte di Furtività da fermi
RAGE!,"",IRA!
Can communicate with related animals.,"",Può comunicare con animali correlati
2d6,"",2d6
Diamond Body,"",Corpo Adamantino
POWER LEVELS,"",LIVELLI DI POTERE
Fix a broken firearm as standard action,"",Ripara un'arma rotta come azione standard
Summoned|Mount Today,"",Evocati|Cavalcati Oggi
Treat hands as weapons,"",Tratta le mani come armi
INT - 8,"",INT - 8
Gunslinger|Level,"",Livello|Pistolero
Ability|Modifier,"",Mod.
HONOURABLE STAND,"",RESISTENZA ONOREVOLE
